,time_casa,time_visitante,totalgolsht,possebolacasaht,possebolavisitanteht,chutescasaht,chutesvisitanteht,chutesnogolcasaht,chutesnogolvisitanteht,chutesforagolcasaht,chutesforagolvisitanteht,chutesbloqueadoscasaht,chutesbloqueadosvisitanteht,cornercasaht,cornervisitanteht,chutesdentroareacasaht,chutesdentroareavisitanteht,chutesforaareacasaht,chutesforaareavisitanteht,defesasgoleirocasaht,defesasgoleirovisitanteht,passescasaht,passesvisitanteht,passescertoscasaht,passescertosvisitanteht,duelosganhoscasaht,duelosganhosvisitanteht,disputasaereasvencidascasaht,disputasaereasvencidasvisitanteht,PSH,PSD,PSA,vencedorft
0,Bournemouth,West Brom,0,61,39,7,4,3,3,1,1,3,0,2,2,3,2,4,2,3,3,301,182,82,73,22,25,9,10,1.85,3.6,4.94,H
1,Watford,Newcastle,1,64,36,6,2,2,1,1,1,3,0,3,0,2,1,4,1,0,2,313,171,86,72,28,35,15,10,1.81,3.78,4.9,D
2,Crystal Palace,Chelsea,1,41,59,5,4,2,2,2,0,1,2,4,3,3,2,2,2,1,2,169,262,69,77,31,28,10,8,3.98,3.49,2.07,A
3,Newcastle,Watford,2,57,43,7,9,2,4,4,4,1,1,2,3,4,5,3,4,2,2,236,181,81,69,27,27,4,6,2.54,3.36,3.04,A
4,Arsenal,Bournemouth,1,62,38,6,2,3,1,2,0,1,1,7,1,6,1,0,1,1,2,316,200,88,80,23,23,7,4,1.45,4.86,8.07,H
5,Leicester,Everton,2,35,65,11,3,4,0,5,2,2,1,3,1,7,2,4,1,0,2,165,307,74,84,38,24,14,6,1.91,3.98,4.07,H
6,Everton,West Brom,2,64,36,10,3,4,1,4,1,2,1,4,2,5,1,5,2,1,2,320,172,82,69,22,32,9,14,1.68,3.89,6.0,H
7,Arsenal,Man United,0,51,49,5,4,2,2,0,2,3,0,5,5,4,4,1,0,2,2,275,260,87,85,23,24,6,8,1.94,3.72,4.22,H
8,Watford,Tottenham,3,36,64,2,13,0,4,0,7,2,2,0,2,1,8,1,5,1,0,172,289,63,82,26,22,10,5,5.71,3.94,1.69,A
9,Southampton,Sunderland,0,59,41,6,3,3,0,2,2,1,1,5,2,4,3,2,0,0,3,233,158,75,62,23,25,11,12,1.63,4.04,6.29,D
10,Leicester,Fulham,1,55,45,11,0,4,0,6,0,1,0,4,3,4,0,7,0,0,3,275,218,88,84,29,23,6,5,1.6,4.41,5.73,H
11,Liverpool,Burnley,2,69,31,15,2,5,1,3,1,7,0,4,0,10,2,5,0,0,4,357,159,83,67,17,18,5,8,1.27,6.3,13.45,D
12,Huddersfield,Bournemouth,3,56,44,7,4,3,2,0,2,4,0,2,3,4,2,3,2,1,1,239,183,75,68,33,26,13,7,3.3,3.22,2.46,H
13,Aston Villa,Chelsea,2,43,57,10,5,3,3,4,2,3,0,2,2,4,3,6,2,1,3,209,274,78,87,37,29,16,7,6.46,4.12,1.6,A
14,Arsenal,Bournemouth,2,57,43,8,0,5,0,1,0,2,0,6,1,4,0,4,0,0,3,304,226,84,75,21,25,10,10,1.39,5.59,8.29,H
15,Wolves,Man United,2,49,51,7,7,2,3,4,2,1,2,1,1,5,4,2,3,2,1,248,255,79,79,34,18,10,7,3.98,3.6,2.02,H
16,Middlesbrough,West Brom,2,63,37,6,6,2,2,2,1,2,3,2,2,4,4,2,2,1,2,258,142,82,68,32,30,9,11,2.73,3.05,3.06,D
17,Huddersfield,Southampton,0,49,51,9,2,5,0,1,2,3,0,4,1,8,1,1,1,0,5,207,234,70,75,33,29,15,10,4.01,3.45,2.08,D
18,Stoke,Liverpool,0,52,48,5,3,1,0,3,0,1,3,0,3,3,1,2,2,0,1,242,225,76,76,30,33,8,14,3.48,3.46,2.25,A
19,Southampton,Newcastle,1,66,34,8,6,0,1,5,4,3,1,2,3,5,5,3,1,0,0,329,168,88,74,33,20,18,9,1.87,3.58,4.85,D
20,Stoke,Liverpool,1,47,53,5,2,2,0,2,2,1,0,1,2,3,2,2,0,0,1,218,243,75,76,32,20,8,3,4.06,3.71,1.98,A
21,Newcastle,Stoke,1,44,56,7,3,2,1,3,1,2,1,2,2,4,1,3,2,1,1,179,224,74,77,35,22,9,3,2.37,3.23,3.46,H
22,Man United,West Ham,1,65,35,9,4,1,1,3,2,5,1,9,0,4,2,5,2,1,0,285,152,85,69,35,27,12,5,1.33,5.68,10.85,H
23,Sunderland,Newcastle,1,32,68,3,12,1,5,0,4,2,3,0,6,2,9,1,3,5,0,117,245,62,80,21,29,11,8,2.57,3.41,2.96,H
24,Bournemouth,Crystal Palace,0,59,41,5,5,2,1,3,4,0,0,1,5,3,4,2,1,0,2,263,179,79,71,38,24,11,10,2.48,3.45,3.06,D
25,Man United,Middlesbrough,0,64,36,15,6,3,0,7,3,5,3,7,2,12,2,3,4,0,3,321,176,89,78,26,22,6,4,1.25,6.2,16.45,H
26,Stoke,Everton,3,69,31,4,4,1,3,3,0,0,1,3,2,3,4,1,0,0,1,340,155,85,72,25,31,6,10,2.66,3.36,2.88,A
27,Burnley,Bournemouth,2,46,54,6,8,2,1,1,2,3,5,3,2,5,1,1,7,1,0,217,255,70,80,24,27,12,9,2.95,3.42,2.59,H
28,Everton,Newcastle,2,76,24,13,3,3,1,4,2,6,0,10,2,10,2,3,1,0,2,323,100,85,59,34,31,14,9,1.6,3.94,6.98,D
29,Chelsea,West Ham,2,57,43,7,6,3,2,3,2,1,2,4,5,4,4,3,2,1,2,275,203,81,78,34,33,8,10,1.76,3.9,5.1,D
30,Liverpool,Newcastle,2,62,38,4,2,2,0,1,2,1,0,1,3,2,1,2,1,0,0,262,151,77,61,32,35,7,8,1.57,4.58,6.05,D
31,Watford,Tottenham,2,44,56,6,5,1,1,4,4,1,0,1,3,2,1,4,4,0,0,193,242,69,76,22,21,9,7,3.92,3.55,2.07,A
32,Newcastle,Watford,0,39,61,5,13,1,1,2,7,2,5,3,5,2,11,3,2,1,1,152,227,66,81,32,29,13,17,2.78,3.25,2.85,H
33,Burnley,Swansea,0,41,59,2,8,1,4,1,3,0,1,3,3,2,4,0,4,3,1,165,229,70,79,27,43,11,21,2.47,3.32,3.19,A
34,Crystal Palace,Everton,0,32,68,5,12,0,2,3,4,2,6,1,4,2,9,3,3,2,0,156,323,67,85,35,25,12,11,2.63,3.45,2.84,D
35,Swansea,Man United,3,33,67,1,8,0,3,0,4,1,1,0,0,0,6,1,2,2,6,229,448,80,92,20,24,5,9,4.94,4.01,1.76,A
36,Tottenham,Man United,1,67,33,7,4,4,1,2,3,1,0,5,1,5,3,2,1,1,3,320,158,83,73,34,18,8,4,1.71,4.04,5.35,H
37,Burnley,Bournemouth,3,33,67,8,9,4,3,3,3,1,3,3,6,6,3,2,6,2,2,130,257,58,81,27,31,12,17,3.48,3.45,2.26,H
38,Tottenham,Stoke,2,64,36,6,5,5,2,0,1,1,2,3,1,4,4,2,1,2,3,310,171,85,77,19,21,4,4,1.79,3.75,5.09,D
39,Leicester,West Brom,3,58,42,12,3,2,1,6,0,4,2,5,0,9,1,4,2,0,1,232,172,80,69,31,26,12,10,1.73,3.84,5.5,D
40,Man United,Liverpool,0,60,40,2,1,0,0,2,1,0,0,3,0,0,0,2,1,0,0,341,227,88,76,19,30,3,8,1.94,3.49,4.56,H
41,Liverpool,Tottenham,1,56,44,5,5,1,0,4,4,0,1,3,1,1,1,4,4,0,0,289,224,83,79,23,17,6,3,1.63,4.17,5.9,H
42,Arsenal,Newcastle,1,74,26,12,2,3,1,5,1,4,0,3,4,8,1,4,1,1,2,404,137,86,65,30,36,11,14,1.27,6.8,11.75,H
43,Liverpool,Crystal Palace,2,65,35,13,2,3,1,5,1,5,0,7,3,11,1,2,1,0,2,281,145,87,71,32,24,7,6,1.68,3.99,5.73,A
44,Huddersfield,Brighton,2,58,42,4,1,3,0,1,0,0,1,4,1,2,0,2,1,0,1,265,195,75,66,34,25,16,14,2.69,3.02,3.15,H
45,Brighton,Stoke,3,50,50,6,9,2,4,4,1,0,4,0,5,3,8,3,1,2,1,226,217,82,81,22,29,4,12,2.38,3.16,3.52,D
46,Fulham,Chelsea,3,31,69,5,11,2,4,2,3,1,4,2,2,3,7,2,4,2,1,187,408,80,91,11,22,0,5,6.49,4.68,1.53,A
47,Hull,Sunderland,0,57,43,6,6,2,1,3,4,1,1,1,3,3,4,3,2,1,2,211,165,79,72,19,34,2,10,1.49,4.7,7.29,A
48,Fulham,Arsenal,2,49,51,12,4,3,2,4,2,5,0,2,1,4,2,8,2,1,2,245,255,79,75,32,28,15,9,5.0,4.33,1.69,A
49,Huddersfield,Leicester,1,51,49,2,9,0,5,2,3,0,1,5,4,0,5,2,4,5,0,218,215,76,81,17,23,4,9,5.22,3.86,1.75,A
50,Everton,Watford,1,65,35,4,5,2,2,1,1,1,2,4,1,2,2,2,3,1,2,309,163,82,72,25,38,9,14,1.7,3.95,5.62,D
51,Liverpool,Everton,1,80,20,12,1,1,1,5,0,6,0,3,0,5,0,7,1,1,0,379,100,89,54,35,23,6,7,1.29,6.28,11.6,D
52,Bournemouth,Southampton,1,51,49,6,4,2,0,1,2,3,2,7,0,3,3,3,1,0,1,192,194,83,81,24,28,8,11,2.91,3.3,2.68,H
53,Swansea,Aston Villa,0,50,50,6,9,0,1,4,4,2,4,4,2,2,6,4,3,1,0,213,211,81,75,20,33,6,11,1.73,3.81,5.55,H
54,West Ham,Chelsea,1,33,67,4,9,2,2,1,3,1,4,3,2,2,7,2,2,2,1,162,338,79,88,34,26,7,10,7.45,4.67,1.49,H
55,Huddersfield,West Ham,1,45,55,6,3,5,1,1,0,0,2,2,4,3,1,3,2,1,4,178,205,74,79,28,31,13,8,3.46,3.33,2.33,D
56,Huddersfield,Newcastle,0,58,42,6,6,2,1,3,1,1,4,4,1,2,4,4,2,1,2,264,191,84,73,26,19,8,4,2.51,3.31,3.13,H
57,Sunderland,Tottenham,0,32,68,3,1,1,1,0,0,2,0,2,4,3,0,0,1,1,1,120,251,68,84,38,19,11,5,9.13,5.41,1.38,D
58,Hull,Burnley,0,64,36,7,6,0,2,5,2,2,2,1,2,3,3,4,3,2,0,244,133,78,61,33,22,17,11,2.2,3.22,3.91,D
59,Stoke,Swansea,2,46,54,10,8,2,3,4,2,4,3,3,2,4,4,6,4,2,1,171,199,78,81,33,23,9,15,2.1,3.52,3.85,H
60,Arsenal,Southampton,2,69,31,11,3,4,2,4,0,3,1,4,1,9,3,2,0,2,2,341,148,87,68,31,18,8,6,1.53,4.47,6.58,H
61,Man United,Tottenham,1,50,50,5,6,0,2,1,2,4,2,1,1,4,6,2,0,2,0,264,260,86,84,21,26,4,5,1.65,4.09,5.9,H
62,Arsenal,Chelsea,3,51,49,10,4,4,0,2,2,4,2,5,0,7,4,3,0,0,1,284,266,81,80,30,32,6,10,2.35,3.53,3.21,H
63,Watford,West Ham,1,36,64,5,6,1,0,2,3,2,3,1,4,1,2,4,4,0,0,137,235,69,81,28,30,12,8,2.63,3.26,3.0,D
64,Crystal Palace,Everton,4,68,32,5,5,4,3,1,1,0,1,3,2,4,4,1,1,1,2,283,131,82,62,23,28,5,5,2.37,3.3,3.4,D
65,Tottenham,West Ham,0,62,38,8,7,3,2,3,4,2,1,1,1,4,3,4,4,2,3,336,199,81,75,26,16,9,3,1.44,5.17,7.4,A
66,Brighton,Chelsea,2,39,61,5,9,2,6,3,1,0,2,4,3,3,5,2,4,4,2,180,297,77,86,19,22,5,7,6.33,3.9,1.65,A
67,Cardiff,West Ham,1,30,70,7,2,3,0,2,2,2,0,2,2,4,1,3,1,0,2,136,312,68,84,20,24,7,10,3.58,3.43,2.21,H
68,Norwich,Man City,0,40,60,4,8,0,3,3,2,1,3,2,3,2,4,2,4,3,0,188,289,72,82,23,42,10,21,6.0,4.2,1.63,D
69,Middlesbrough,Southampton,1,40,60,4,7,0,3,2,2,2,2,1,1,2,4,2,3,2,0,192,286,82,86,21,29,7,12,3.91,3.68,2.03,A
70,Leicester,Chelsea,1,36,64,5,2,4,0,1,1,0,1,0,5,2,2,3,0,0,3,141,238,58,79,33,28,10,12,3.11,3.59,2.38,H
71,Sunderland,Leicester,0,53,47,11,7,1,1,5,3,5,3,1,1,8,2,3,5,1,1,236,202,81,75,22,19,4,6,3.39,3.44,2.3,H
72,Man United,Bournemouth,4,65,35,5,4,4,3,0,1,1,0,2,4,4,3,1,1,2,1,322,166,91,80,21,16,7,5,1.37,5.45,8.96,H
73,Watford,Wolves,1,56,44,6,6,0,3,4,1,2,2,3,3,4,4,2,2,1,0,265,210,85,78,28,32,8,11,2.64,3.32,2.93,A
74,Stoke,Sunderland,0,58,42,5,8,1,3,2,3,2,2,2,3,4,3,1,5,3,1,191,132,72,59,45,19,22,8,2.75,3.3,2.83,D
75,Chelsea,Liverpool,1,51,49,3,6,2,2,1,3,0,1,0,1,3,3,0,3,1,1,323,305,84,81,10,26,5,10,2.86,3.55,2.58,D
76,Sunderland,Tottenham,0,44,56,8,5,2,0,2,2,4,3,4,2,4,2,4,3,0,2,162,212,70,81,35,22,13,3,4.32,3.65,1.94,A
77,Bournemouth,West Brom,0,67,33,7,3,2,0,3,3,2,0,8,2,5,1,2,2,0,2,269,132,84,65,27,24,9,9,2.05,3.31,4.33,H
78,Stoke,Man City,2,41,59,4,4,2,2,2,2,0,0,1,3,4,2,0,2,2,0,191,263,75,77,29,19,2,2,5.25,4.06,1.71,H
79,Leicester,Liverpool,2,47,53,6,7,2,4,3,2,1,1,1,3,1,6,5,1,2,2,248,270,79,81,27,24,6,11,7.5,4.96,1.45,A
80,Leicester,Liverpool,0,41,59,8,7,4,0,3,2,1,5,3,8,2,2,6,5,0,4,182,253,67,74,26,40,14,18,2.62,3.44,2.88,H
81,Huddersfield,Man City,1,23,77,2,8,0,1,2,5,0,2,2,6,2,6,1,2,1,0,106,351,54,87,26,29,9,8,15.5,8.24,1.2,A
82,Bournemouth,Crystal Palace,0,50,50,12,4,0,0,8,1,4,3,4,3,11,2,1,2,0,0,243,240,82,83,21,21,9,7,2.48,3.47,3.04,D
83,Stoke,Swansea,3,50,50,7,5,3,1,4,2,0,2,0,2,4,1,3,4,0,1,246,233,82,82,30,37,13,12,1.96,3.41,4.61,H
84,Swansea,Everton,0,49,51,5,7,1,1,2,2,2,4,1,3,4,4,1,3,1,1,224,234,79,82,29,22,6,4,2.3,3.44,3.4,D
85,West Ham,Bournemouth,0,49,51,8,4,2,0,5,4,1,0,3,2,3,0,5,4,0,2,236,242,76,78,25,21,9,9,2.06,3.62,3.87,D
86,Arsenal,Man City,3,48,52,8,6,4,4,1,1,3,1,4,1,3,5,5,1,1,4,274,298,80,86,26,28,1,6,4.58,4.06,1.8,A
87,Burnley,Swansea,2,41,59,11,4,6,0,3,2,2,2,4,3,7,2,4,2,0,5,163,238,71,78,31,32,11,11,2.13,3.17,4.24,H
88,Leicester,Watford,0,40,60,4,5,2,2,2,3,0,0,0,2,1,2,3,3,2,2,189,286,67,72,20,24,5,8,1.88,3.79,4.43,H
89,Swansea,Hull,0,56,44,12,4,2,0,8,2,2,2,3,0,8,3,4,1,0,2,311,251,90,81,24,30,12,9,1.78,3.61,5.5,A
90,Tottenham,Burnley,0,71,29,15,6,0,0,4,4,11,2,6,5,6,4,9,2,0,0,313,121,89,70,23,20,9,8,1.26,6.45,14.0,D
91,Chelsea,Crystal Palace,1,77,23,7,3,1,0,3,1,3,2,2,1,4,1,3,2,0,0,422,124,91,68,29,23,9,6,1.27,6.18,11.51,H
92,Tottenham,Leicester,3,66,34,7,9,3,4,2,5,2,0,3,3,3,8,4,1,2,2,251,125,85,74,24,28,5,9,1.33,5.95,9.56,H
93,Tottenham,Middlesbrough,0,71,29,12,2,2,0,5,2,5,0,7,0,7,1,5,1,0,2,307,129,87,65,32,30,12,9,1.29,5.95,13.45,H
94,Liverpool,Man City,2,43,57,8,4,2,2,2,1,4,1,2,3,3,1,5,3,1,1,228,306,79,83,27,32,1,11,3.07,3.75,2.34,H
95,West Ham,Newcastle,2,65,35,5,5,3,0,0,1,2,4,1,3,4,2,1,3,0,1,314,164,86,73,35,21,11,3,2.1,3.56,3.81,H
96,Burnley,Liverpool,2,21,79,2,13,2,2,0,5,0,6,0,5,0,6,2,7,2,0,125,446,64,89,19,25,10,5,7.12,4.2,1.56,H
97,Watford,Sunderland,1,50,50,10,4,3,2,4,1,3,1,2,4,4,2,6,2,1,3,217,210,77,76,21,20,9,4,2.03,3.8,3.78,D
98,Southampton,Liverpool,2,30,70,4,7,1,2,2,4,1,1,3,1,3,6,1,1,1,0,149,340,64,84,18,20,11,11,8.91,5.15,1.39,A
99,Southampton,Man United,1,50,50,5,6,1,3,2,2,2,1,2,4,1,4,4,2,2,1,235,229,78,81,19,21,2,9,5.35,3.82,1.75,A
100,Newcastle,Watford,2,52,48,7,5,1,2,3,3,3,0,3,3,4,5,3,1,1,1,211,191,75,70,38,30,16,12,2.18,3.48,3.59,A
101,Arsenal,Watford,2,70,30,11,1,6,1,2,0,3,0,6,0,7,1,4,0,1,4,377,153,86,65,21,25,9,12,1.36,5.4,9.82,H
102,Norwich,Sunderland,1,58,42,7,5,3,1,0,4,4,0,6,0,4,3,3,2,0,4,213,155,65,59,30,25,15,14,2.33,3.41,3.35,A
103,Arsenal,West Ham,1,56,44,10,5,1,1,4,2,5,2,3,2,6,3,4,2,0,1,232,184,82,72,40,22,15,5,1.31,5.75,12.0,A
104,Middlesbrough,Swansea,2,49,51,4,2,2,1,2,0,0,1,2,3,3,0,1,2,1,0,232,237,78,80,27,21,10,8,2.07,3.42,4.1,H
105,Tottenham,Huddersfield,1,75,25,8,1,5,1,1,0,2,0,5,0,4,1,4,0,1,4,384,127,88,60,26,25,7,6,1.19,8.05,18.5,H
106,Swansea,Chelsea,1,43,57,5,4,4,1,1,2,0,1,1,3,4,4,1,0,1,3,225,301,80,83,28,27,7,6,3.96,3.5,2.08,H
107,Newcastle,Arsenal,0,34,66,1,2,0,0,0,2,1,0,7,1,1,2,0,0,0,0,160,321,66,85,35,30,15,13,4.2,3.83,1.92,A
108,Arsenal,Liverpool,0,57,43,9,7,2,2,4,3,3,2,2,3,7,6,2,1,2,2,290,211,86,81,26,20,9,3,3.92,3.77,2.0,D
109,Watford,Liverpool,2,36,64,4,2,3,1,0,0,1,1,4,4,3,0,1,2,1,1,152,266,53,75,28,20,6,6,4.14,3.55,2.01,H
110,Swansea,Bournemouth,4,40,60,6,7,4,3,1,1,1,3,2,2,6,4,0,3,1,2,185,269,75,83,22,24,8,10,1.91,3.59,4.6,D
111,Bournemouth,Tottenham,0,36,64,6,10,2,5,2,2,2,3,3,4,5,4,1,6,5,2,148,271,70,86,23,29,4,7,4.06,3.9,1.92,H
112,West Brom,Burnley,1,40,60,4,7,2,2,1,4,1,1,0,3,4,4,0,3,1,2,200,295,74,84,25,26,12,11,2.67,3.07,3.13,A
113,Bournemouth,Chelsea,3,48,52,8,8,4,2,4,3,0,3,5,1,6,4,2,4,0,3,245,267,84,84,26,24,7,2,3.09,3.6,2.39,A
114,West Ham,Burnley,2,67,33,9,3,4,2,3,0,2,1,6,2,4,2,5,1,1,2,312,150,82,60,18,29,10,16,1.76,3.74,5.42,H
115,Stoke,Man United,2,45,55,8,6,2,3,4,2,2,1,1,7,3,4,5,2,3,0,181,210,76,75,24,24,8,8,3.33,3.31,2.4,H
116,West Ham,Watford,4,52,48,11,6,3,3,6,2,2,1,2,1,4,5,7,1,1,1,198,183,83,71,28,25,8,8,1.9,3.6,4.62,A
117,Tottenham,Everton,0,45,55,10,3,4,2,3,1,3,0,3,1,5,0,5,3,2,4,222,275,85,85,27,23,6,3,1.97,3.72,4.09,D
118,West Brom,Sunderland,2,48,52,9,2,4,1,3,0,2,1,1,2,6,2,3,0,1,2,220,235,75,76,28,28,8,14,1.7,3.91,5.68,H
119,Swansea,Liverpool,1,34,66,2,4,1,1,1,3,0,0,3,2,1,3,1,1,1,0,174,338,74,89,18,19,6,7,11.96,5.8,1.31,H
120,Crystal Palace,Hull,2,33,67,5,4,2,0,2,3,1,1,3,4,4,2,1,2,1,0,101,207,54,76,25,28,13,9,2.11,3.63,3.69,H
121,Chelsea,Everton,0,67,33,4,4,1,0,2,3,1,1,1,2,2,2,2,2,0,1,376,183,90,81,25,24,4,7,1.42,5.17,7.89,D
122,West Ham,Watford,1,43,57,5,4,3,2,0,0,2,2,4,2,3,2,2,2,2,2,150,205,69,66,36,39,10,19,2.57,3.32,3.03,H
123,Bournemouth,Norwich,1,52,48,6,4,2,2,4,1,0,1,2,0,2,1,4,3,2,1,224,199,84,81,27,23,7,6,1.89,3.68,4.54,H
124,Liverpool,Man United,2,61,39,15,3,5,2,5,1,5,0,7,0,8,1,7,2,2,3,265,175,76,67,28,22,9,5,1.53,4.51,6.76,H
125,Bournemouth,Crystal Palace,1,50,50,4,4,2,1,1,1,1,2,1,2,3,0,1,4,1,1,267,259,81,83,24,21,10,3,2.3,3.52,3.33,H
126,Chelsea,Man United,0,39,61,6,8,1,3,3,2,2,3,3,10,5,4,1,4,3,1,173,267,79,84,25,28,5,8,2.1,3.37,4.04,D
127,Man City,Huddersfield,0,77,23,6,4,2,2,3,2,1,0,2,1,4,2,2,2,2,2,374,107,88,58,20,23,9,9,1.09,13.5,26.0,D
128,Sunderland,Bournemouth,2,47,53,4,9,3,5,0,3,1,1,2,1,2,6,2,3,4,2,212,233,74,86,27,24,9,6,3.06,3.34,2.54,D
129,Southampton,West Brom,2,71,29,7,2,1,1,5,1,1,0,3,2,3,1,4,1,0,0,279,110,85,57,38,24,11,7,1.78,3.59,5.55,A
130,Everton,Fulham,0,49,51,6,5,1,0,1,5,4,0,4,0,4,3,2,2,0,1,209,227,81,81,39,34,11,11,1.76,4.05,4.82,H
131,Crystal Palace,Liverpool,1,24,76,2,12,2,4,0,2,0,6,1,4,2,8,0,4,4,1,130,386,55,86,21,19,10,6,6.65,4.54,1.54,A
132,Southampton,Tottenham,2,47,53,4,9,1,3,0,4,3,2,2,3,3,7,1,2,1,1,180,204,71,76,28,37,8,11,2.66,3.44,2.83,A
133,Tottenham,Man City,2,43,57,6,2,4,1,2,1,0,0,2,1,4,0,3,2,1,3,175,236,74,78,29,41,4,6,2.99,3.54,2.48,H
134,Wolves,Fulham,0,41,59,9,3,2,2,5,1,2,0,3,1,5,2,4,1,2,2,217,319,76,87,26,28,8,13,1.56,4.16,6.69,H
135,Chelsea,Southampton,1,55,45,9,2,4,0,3,1,2,1,3,1,4,0,5,2,0,3,280,229,86,81,32,18,6,4,1.41,5.1,8.78,H
136,Southampton,Tottenham,1,33,67,3,10,0,3,1,7,2,0,0,5,1,3,2,7,2,0,148,290,66,79,29,32,7,7,4.34,3.78,1.89,H
137,Crystal Palace,Southampton,0,35,65,5,10,1,1,3,4,1,5,1,4,3,3,2,7,2,1,159,296,70,82,31,32,15,12,1.95,3.5,4.47,A
138,Crystal Palace,Bournemouth,2,47,53,12,6,4,0,3,3,5,3,2,3,9,2,3,4,0,2,219,250,83,80,27,30,10,12,2.48,3.25,3.23,H
139,Bournemouth,Crystal Palace,0,61,39,4,5,1,1,2,3,1,1,2,2,1,3,3,2,1,1,218,130,84,67,27,30,9,11,2.12,3.57,3.73,A
140,Newcastle,Norwich,5,48,52,8,5,3,2,2,1,3,2,0,1,8,3,0,2,0,0,203,211,78,79,22,36,8,16,2.58,3.44,2.93,H
141,Crystal Palace,Tottenham,0,23,77,5,4,3,1,1,1,1,2,3,3,4,1,1,3,1,3,98,341,64,87,30,23,13,9,7.09,4.66,1.51,A
142,Liverpool,Crystal Palace,0,70,30,6,3,3,1,2,1,1,1,1,0,3,2,3,1,1,3,366,155,85,66,28,25,8,9,1.39,5.24,9.27,H
143,Burnley,Crystal Palace,1,41,59,3,8,1,2,2,2,0,4,2,7,2,3,1,5,1,0,148,215,65,71,30,33,9,9,2.36,3.23,3.48,H
144,West Ham,Newcastle,1,37,63,6,6,1,1,5,2,0,3,1,2,3,2,3,4,1,0,158,261,76,82,25,12,6,3,2.23,3.53,3.48,H
145,Watford,Man United,3,54,46,2,7,0,5,1,0,1,2,1,3,2,1,0,6,2,0,231,192,78,77,25,30,7,9,5.34,4.05,1.71,A
146,Swansea,Tottenham,1,25,75,2,5,1,1,1,2,0,2,3,2,1,3,1,2,1,0,117,360,71,87,19,20,5,9,5.33,3.97,1.72,A
147,Swansea,Everton,1,49,51,8,6,3,3,2,1,3,2,2,1,5,6,3,1,3,2,255,260,79,80,31,21,9,14,2.61,3.13,3.15,D
148,West Brom,Everton,2,30,70,3,3,2,2,1,1,0,0,3,1,2,2,1,1,1,1,137,322,62,86,19,28,5,6,3.11,3.19,2.6,A
149,Tottenham,Man City,2,56,44,8,11,4,4,2,3,2,4,4,5,6,6,2,5,3,3,257,196,75,66,26,34,8,14,4.03,3.82,1.96,H
150,Hull,Bournemouth,2,43,57,7,6,1,4,4,1,2,1,4,4,4,4,3,2,3,0,215,297,81,82,20,23,10,6,3.34,3.62,2.25,H
151,Norwich,Watford,4,58,42,11,3,5,3,3,0,3,0,4,1,7,2,5,1,2,3,255,182,84,71,22,32,8,11,1.85,3.82,4.6,H
152,Swansea,Norwich,0,57,43,3,2,0,2,3,0,0,0,0,0,1,1,2,1,2,0,226,170,71,68,28,28,6,10,2.04,3.47,4.13,H
153,Leicester,Bournemouth,1,54,46,7,6,2,2,4,3,1,1,3,0,3,2,4,4,2,1,281,238,83,78,27,27,13,12,1.84,3.88,4.51,H
154,Watford,Swansea,1,61,39,8,8,5,3,2,2,1,3,2,2,4,5,4,3,3,4,271,166,84,75,30,27,9,9,2.57,3.3,3.05,H
155,Crystal Palace,West Brom,0,62,38,13,5,5,0,5,3,3,2,5,1,4,2,9,3,0,5,221,143,83,61,27,29,7,7,1.84,3.65,4.93,H
156,Crystal Palace,West Ham,1,53,47,8,6,2,4,4,0,2,2,4,3,6,4,2,2,3,2,234,197,85,82,27,27,8,4,2.13,3.46,3.77,D
157,Burnley,Man City,0,31,69,1,7,0,2,1,2,0,3,0,3,1,4,0,3,2,0,137,300,63,86,21,23,9,10,19.41,8.84,1.15,A
158,Stoke,Everton,2,52,48,5,8,4,0,1,5,0,3,2,4,5,4,0,5,0,3,255,230,82,78,30,24,13,4,2.85,3.4,2.67,D
159,Tottenham,Liverpool,1,48,52,4,6,1,3,1,1,2,2,2,1,1,5,3,1,2,1,209,228,71,76,40,23,10,3,2.36,3.56,3.17,D
160,Arsenal,Bournemouth,3,66,34,6,5,3,2,0,1,3,2,6,0,5,4,1,1,1,1,374,193,87,81,17,29,8,13,1.46,4.85,7.4,H
161,Leicester,Chelsea,0,48,52,5,8,3,3,1,4,1,1,1,4,1,5,4,3,3,3,268,281,87,86,20,15,1,6,2.44,3.65,2.93,D
162,Southampton,Burnley,0,59,41,14,4,6,0,4,3,4,1,4,0,10,3,4,1,0,6,234,165,84,73,24,23,11,13,1.39,4.89,10.41,H
163,Crystal Palace,Watford,1,60,40,8,7,3,0,2,5,3,2,3,1,4,4,4,3,0,3,232,155,79,75,33,30,10,9,2.27,3.44,3.44,A
164,Brighton,Burnley,1,58,42,10,5,5,3,1,1,4,1,5,2,9,3,1,2,2,4,213,159,76,69,34,29,22,18,2.06,3.41,4.14,A
165,West Ham,Tottenham,2,38,62,1,9,0,4,1,3,0,2,0,2,0,4,1,5,2,0,151,244,59,77,26,23,3,9,5.95,4.36,1.61,A
166,Middlesbrough,Everton,0,43,57,2,4,1,2,1,1,0,1,2,1,2,3,0,1,2,1,247,332,72,86,31,31,9,12,3.8,3.35,2.18,D
167,Man City,Leicester,0,58,42,11,4,3,1,4,0,4,3,6,0,2,3,9,1,1,3,314,230,87,83,19,38,6,11,1.17,8.35,17.14,H
