;HomeTeam;AwayTeam;FTR;B365H;B365D;B365A;Div;Date
18397;Sp Gijon;Valencia;A;3.6;3.4;2.1;SP1;2016-10-16
18398;Villarreal;Celta;H;1.85;3.4;4.75;SP1;2016-10-16
18399;Eibar;Osasuna;A;1.7;3.6;5.0;SP1;2016-10-17
18400;Osasuna;Betis;A;2.4;3.2;3.1;SP1;2016-10-21
18401;Espanol;Eibar;D;2.05;3.4;3.8;SP1;2016-10-22
18402;Granada;Sp Gijon;D;2.1;3.4;3.6;SP1;2016-10-22
18403;Sociedad;Alaves;H;1.67;3.75;5.5;SP1;2016-10-22
18404;Valencia;Barcelona;A;7.0;5.25;1.4;SP1;2016-10-22
18405;Celta;La Coruna;H;1.7;3.6;5.5;SP1;2016-10-23
18406;Malaga;Leganes;H;1.85;3.3;4.75;SP1;2016-10-23
18407;Real Madrid;Ath Bilbao;H;1.2;7.0;13.0;SP1;2016-10-23
18408;Sevilla;Ath Madrid;H;4.0;3.5;1.95;SP1;2016-10-23
18409;Villarreal;Las Palmas;H;1.67;3.8;5.25;SP1;2016-10-23
18410;Leganes;Sociedad;A;2.63;3.1;2.88;SP1;2016-10-28
18411;Alaves;Real Madrid;A;13.0;6.5;1.22;SP1;2016-10-29
18412;Ath Madrid;Malaga;H;1.22;6.0;15.0;SP1;2016-10-29
18413;Barcelona;Granada;H;1.05;17.0;34.0;SP1;2016-10-29
18414;Sp Gijon;Sevilla;D;3.8;3.6;1.95;SP1;2016-10-29
18415;Ath Bilbao;Osasuna;D;1.36;5.0;8.5;SP1;2016-10-30
18416;Betis;Espanol;A;2.25;3.25;3.4;SP1;2016-10-30
18417;Eibar;Villarreal;H;3.0;3.2;2.5;SP1;2016-10-30
18418;Las Palmas;Celta;D;2.3;3.3;3.2;SP1;2016-10-30
18419;La Coruna;Valencia;D;2.88;3.2;2.55;SP1;2016-10-31
18420;Malaga;Sp Gijon;H;1.73;3.6;5.25;SP1;2016-11-04
18421;Granada;La Coruna;D;2.6;3.2;2.8;SP1;2016-11-05
18422;Las Palmas;Eibar;H;1.91;3.5;4.0;SP1;2016-11-05
18423;Osasuna;Alaves;A;2.25;3.2;3.4;SP1;2016-11-05
18424;Sociedad;Ath Madrid;H;5.75;3.6;1.67;SP1;2016-11-05
18425;Celta;Valencia;H;2.25;3.4;3.2;SP1;2016-11-06
18426;Espanol;Ath Bilbao;D;3.0;3.2;2.5;SP1;2016-11-06
18427;Real Madrid;Leganes;H;1.07;13.0;23.0;SP1;2016-11-06
18428;Sevilla;Barcelona;A;5.25;4.2;1.62;SP1;2016-11-06
18429;Villarreal;Betis;H;1.5;4.2;7.0;SP1;2016-11-06
18430;Betis;Las Palmas;H;2.35;3.4;3.1;SP1;2016-11-18
18431;Ath Madrid;Real Madrid;A;2.5;3.3;2.9;SP1;2016-11-19
18432;Barcelona;Malaga;D;1.13;9.0;21.0;SP1;2016-11-19
18433;Eibar;Celta;H;2.38;3.25;3.1;SP1;2016-11-19
18434;La Coruna;Sevilla;A;3.3;3.4;2.2;SP1;2016-11-19
18435;Alaves;Espanol;A;2.5;3.1;3.1;SP1;2016-11-20
18436;Ath Bilbao;Villarreal;H;2.15;3.3;3.5;SP1;2016-11-20
18437;Sp Gijon;Sociedad;A;3.4;3.3;2.2;SP1;2016-11-20
18438;Valencia;Granada;D;1.33;5.5;8.5;SP1;2016-11-20
18439;Leganes;Osasuna;H;1.85;3.5;4.5;SP1;2016-11-21
18440;Eibar;Betis;H;1.95;3.4;4.2;SP1;2016-11-25
18441;Espanol;Leganes;H;1.85;3.4;4.75;SP1;2016-11-26
18442;Malaga;La Coruna;H;2.0;3.25;4.2;SP1;2016-11-26
18443;Real Madrid;Sp Gijon;H;1.06;13.0;34.0;SP1;2016-11-26
18444;Sevilla;Valencia;H;1.73;3.75;5.0;SP1;2016-11-26
18445;Celta;Granada;H;1.53;4.0;7.0;SP1;2016-11-27
18446;Osasuna;Ath Madrid;A;11.0;5.25;1.3;SP1;2016-11-27
18447;Sociedad;Barcelona;D;7.0;4.75;1.44;SP1;2016-11-27
18448;Villarreal;Alaves;A;1.5;4.0;7.5;SP1;2016-11-27
18449;Las Palmas;Ath Bilbao;H;2.5;3.4;2.8;SP1;2016-11-28
18450;Ath Madrid;Espanol;D;1.22;6.0;15.0;SP1;2016-12-03
18451;Barcelona;Real Madrid;D;1.85;4.2;4.2;SP1;2016-12-03
18452;Granada;Sevilla;H;4.75;3.5;1.8;SP1;2016-12-03
18453;Leganes;Villarreal;D;3.8;2.9;2.25;SP1;2016-12-03
18454;Alaves;Las Palmas;D;2.5;3.2;3.0;SP1;2016-12-04
18455;Ath Bilbao;Eibar;H;1.85;3.4;4.75;SP1;2016-12-04
18456;Betis;Celta;D;2.38;3.25;3.1;SP1;2016-12-04
18457;Sp Gijon;Osasuna;H;2.0;3.3;4.0;SP1;2016-12-04
18458;Valencia;Malaga;D;1.75;3.6;5.0;SP1;2016-12-04
18459;La Coruna;Sociedad;H;3.1;3.1;2.5;SP1;2016-12-05
18460;Malaga;Granada;D;1.6;4.0;5.75;SP1;2016-12-09
18461;Las Palmas;Leganes;D;1.8;3.5;4.75;SP1;2016-12-10
18462;Osasuna;Barcelona;A;15.0;7.5;1.18;SP1;2016-12-10
18463;Real Madrid;La Coruna;H;1.17;8.0;15.0;SP1;2016-12-10
18464;Sociedad;Valencia;H;1.91;3.75;3.8;SP1;2016-12-10
18465;Betis;Ath Bilbao;H;3.1;3.25;2.38;SP1;2016-12-11
18466;Celta;Sevilla;A;2.75;3.3;2.63;SP1;2016-12-11
18467;Eibar;Alaves;D;1.83;3.6;4.5;SP1;2016-12-11
18468;Espanol;Sp Gijon;H;1.73;3.75;5.0;SP1;2016-12-11
18469;Villarreal;Ath Madrid;H;4.5;3.5;1.85;SP1;2016-12-12
18470;Alaves;Betis;H;2.3;3.1;3.4;SP1;2016-12-16
18471;Ath Madrid;Las Palmas;H;1.29;5.5;9.5;SP1;2016-12-17
18472;Granada;Sociedad;A;3.75;3.4;2.0;SP1;2016-12-17
18473;Sevilla;Malaga;H;1.5;4.1;6.5;SP1;2016-12-17
18474;Sp Gijon;Villarreal;A;3.25;3.3;2.2;SP1;2016-12-17
18475;Barcelona;Espanol;H;1.1;10.0;26.0;SP1;2016-12-18
18476;La Coruna;Osasuna;H;1.57;3.75;6.0;SP1;2016-12-18
18477;Leganes;Eibar;D;2.55;3.1;2.88;SP1;2016-12-18
18478;Ath Bilbao;Celta;H;1.83;3.5;4.33;SP1;2016-12-19
18479;Espanol;La Coruna;D;2.05;3.3;3.8;SP1;2017-01-06
18480;Eibar;Ath Madrid;A;5.5;3.5;1.73;SP1;2017-01-07
18481;Las Palmas;Sp Gijon;H;1.67;3.75;5.5;SP1;2017-01-07
18482;Real Madrid;Granada;H;1.07;13.0;26.0;SP1;2017-01-07
18483;Sociedad;Sevilla;A;2.25;3.4;3.2;SP1;2017-01-07
18484;Ath Bilbao;Alaves;D;1.53;3.8;7.5;SP1;2017-01-08
18485;Betis;Leganes;H;2.1;3.25;3.75;SP1;2017-01-08
18486;Celta;Malaga;H;1.85;3.6;4.33;SP1;2017-01-08
18487;Villarreal;Barcelona;D;6.0;4.33;1.53;SP1;2017-01-08
18488;Osasuna;Valencia;D;4.0;3.5;1.95;SP1;2017-01-09
18489;Ath Madrid;Betis;H;1.2;6.5;17.0;SP1;2017-01-14
18490;Barcelona;Las Palmas;H;1.1;11.0;26.0;SP1;2017-01-14
18491;La Coruna;Villarreal;D;2.7;3.1;2.8;SP1;2017-01-14
18492;Leganes;Ath Bilbao;D;3.25;3.1;2.38;SP1;2017-01-14
18493;Celta;Alaves;H;1.7;3.75;5.25;SP1;2017-01-15
18494;Granada;Osasuna;D;2.05;3.4;3.8;SP1;2017-01-15
18495;Sevilla;Real Madrid;H;3.6;3.8;1.95;SP1;2017-01-15
18496;Sp Gijon;Eibar;A;2.9;3.1;2.6;SP1;2017-01-15
18497;Valencia;Espanol;H;1.91;3.6;4.0;SP1;2017-01-15
18498;Malaga;Sociedad;A;2.4;3.3;3.0;SP1;2017-01-16
18499;Las Palmas;La Coruna;D;2.25;3.3;3.3;SP1;2017-01-20
18500;Alaves;Leganes;D;2.2;3.1;3.6;SP1;2017-01-21
18501;Espanol;Granada;H;1.57;4.0;6.0;SP1;2017-01-21
18502;Real Madrid;Malaga;H;1.13;10.0;17.0;SP1;2017-01-21
18503;Villarreal;Valencia;A;1.85;3.6;4.33;SP1;2017-01-21
18504;Ath Bilbao;Ath Madrid;D;4.0;3.2;2.05;SP1;2017-01-22
18505;Betis;Sp Gijon;D;1.73;3.6;5.25;SP1;2017-01-22
18506;Eibar;Barcelona;A;9.5;6.0;1.29;SP1;2017-01-22
18507;Osasuna;Sevilla;A;6.0;4.33;1.53;SP1;2017-01-22
18508;Sociedad;Celta;H;1.95;3.6;3.8;SP1;2017-01-22
18509;Osasuna;Malaga;D;2.88;3.3;2.5;SP1;2017-01-27
18510;Alaves;Ath Madrid;D;6.0;3.6;1.62;SP1;2017-01-28
18511;Eibar;La Coruna;H;2.1;3.25;3.75;SP1;2017-01-28
18512;Leganes;Celta;A;2.3;3.1;3.4;SP1;2017-01-28
18513;Villarreal;Granada;H;1.36;4.75;9.5;SP1;2017-01-28
18514;Ath Bilbao;Sp Gijon;H;1.36;4.75;9.5;SP1;2017-01-29
18515;Betis;Barcelona;D;12.0;6.0;1.25;SP1;2017-01-29
18516;Espanol;Sevilla;H;3.3;3.4;2.2;SP1;2017-01-29
18517;Real Madrid;Sociedad;H;1.25;6.5;10.0;SP1;2017-01-29
18518;Las Palmas;Valencia;H;2.5;3.4;2.8;SP1;2017-01-30
18519;Ath Madrid;Leganes;H;1.29;5.0;15.0;SP1;2017-02-04
18520;Barcelona;Ath Bilbao;H;1.22;6.5;13.0;SP1;2017-02-04
18521;Malaga;Espanol;A;2.1;3.4;3.6;SP1;2017-02-04
18522;Valencia;Eibar;A;1.91;3.6;4.0;SP1;2017-02-04
18523;Sevilla;Villarreal;D;1.6;3.8;6.0;SP1;2017-02-05
18524;Sociedad;Osasuna;H;1.3;5.25;11.0;SP1;2017-02-05
18525;Sp Gijon;Alaves;A;2.2;3.3;3.4;SP1;2017-02-05
18526;Granada;Las Palmas;H;3.0;3.4;2.38;SP1;2017-02-06
18527;Espanol;Sociedad;A;2.8;3.2;2.63;SP1;2017-02-10
18528;Alaves;Barcelona;A;10.0;5.5;1.3;SP1;2017-02-11
18529;Ath Bilbao;La Coruna;H;1.67;3.6;5.75;SP1;2017-02-11
18530;Betis;Valencia;D;2.5;3.25;2.9;SP1;2017-02-11
18531;Osasuna;Real Madrid;A;13.0;6.5;1.22;SP1;2017-02-11
18532;Ath Madrid;Celta;H;1.4;4.5;8.5;SP1;2017-02-12
18533;Las Palmas;Sevilla;A;3.3;3.6;2.1;SP1;2017-02-12
18534;Leganes;Sp Gijon;A;1.83;3.4;4.75;SP1;2017-02-12
18535;Villarreal;Malaga;D;1.8;3.5;4.75;SP1;2017-02-12
18536;Eibar;Granada;H;1.55;4.2;6.0;SP1;2017-02-13
18537;Granada;Betis;H;3.0;3.2;2.5;SP1;2017-02-17
18538;La Coruna;Alaves;A;2.0;3.1;4.2;SP1;2017-02-18
18539;Real Madrid;Espanol;H;1.14;8.0;21.0;SP1;2017-02-18
18540;Sevilla;Eibar;H;1.45;4.5;7.0;SP1;2017-02-18
18541;Sp Gijon;Ath Madrid;A;7.5;4.0;1.5;SP1;2017-02-18
18542;Barcelona;Leganes;H;1.07;11.0;41.0;SP1;2017-02-19
18543;Celta;Osasuna;H;1.57;4.2;5.5;SP1;2017-02-19
18544;Sociedad;Villarreal;A;1.95;3.3;4.2;SP1;2017-02-19
18545;Valencia;Ath Bilbao;H;2.3;3.25;3.25;SP1;2017-02-19
18546;Malaga;Las Palmas;H;1.95;3.5;4.0;SP1;2017-02-20
18547;Valencia;Real Madrid;H;6.0;4.33;1.53;SP1;2017-02-22
18548;Las Palmas;Sociedad;A;2.6;3.4;2.7;SP1;2017-02-24
18549;Alaves;Valencia;H;2.63;3.1;2.88;SP1;2017-02-25
18550;Betis;Sevilla;A;3.8;3.4;2.05;SP1;2017-02-25
18551;Eibar;Malaga;H;2.05;3.4;3.8;SP1;2017-02-25
18552;Leganes;La Coruna;H;2.4;3.1;3.2;SP1;2017-02-25
18553;Ath Bilbao;Granada;H;1.44;4.5;7.5;SP1;2017-02-26
18554;Ath Madrid;Barcelona;A;3.0;3.4;2.38;SP1;2017-02-26
18555;Espanol;Osasuna;H;1.67;3.8;5.5;SP1;2017-02-26
18556;Sp Gijon;Celta;D;2.63;3.4;2.63;SP1;2017-02-26
18557;Villarreal;Real Madrid;A;5.5;3.75;1.67;SP1;2017-02-26
18558;Malaga;Betis;A;1.95;3.5;4.0;SP1;2017-02-28
18559;Sociedad;Eibar;D;1.85;3.5;4.5;SP1;2017-02-28
18560;Valencia;Leganes;H;1.75;3.6;5.0;SP1;2017-02-28
18561;Barcelona;Sp Gijon;H;1.05;15.0;41.0;SP1;2017-03-01
18562;Celta;Espanol;D;1.91;3.4;4.33;SP1;2017-03-01
18563;Granada;Alaves;H;2.63;3.2;2.8;SP1;2017-03-01
18564;Osasuna;Villarreal;A;3.8;3.4;2.05;SP1;2017-03-01
18565;Real Madrid;Las Palmas;D;1.13;9.0;21.0;SP1;2017-03-01
18566;La Coruna;Ath Madrid;D;5.5;3.75;1.65;SP1;2017-03-02
18567;Sevilla;Ath Bilbao;H;1.67;3.8;5.25;SP1;2017-03-02
18568;Betis;Sociedad;A;2.6;3.2;2.88;SP1;2017-03-03
18569;Barcelona;Celta;H;1.13;8.5;23.0;SP1;2017-03-04
18570;Eibar;Real Madrid;A;5.0;4.0;1.67;SP1;2017-03-04
18571;Leganes;Granada;H;1.8;3.4;5.0;SP1;2017-03-04
18572;Villarreal;Espanol;H;1.73;3.6;5.25;SP1;2017-03-04
18573;Ath Bilbao;Malaga;H;1.75;3.6;5.0;SP1;2017-03-05
18574;Ath Madrid;Valencia;H;1.44;4.5;7.5;SP1;2017-03-05
18575;Las Palmas;Osasuna;H;1.57;4.0;6.0;SP1;2017-03-05
18576;Sp Gijon;La Coruna;A;2.6;3.2;2.88;SP1;2017-03-05
18577;Alaves;Sevilla;D;4.1;3.4;1.95;SP1;2017-03-06
18578;La Coruna;Betis;D;2.15;3.2;3.7;SP1;2017-03-08
18579;Espanol;Las Palmas;H;2.2;3.4;3.3;SP1;2017-03-10
18580;Granada;Ath Madrid;A;7.5;4.0;1.5;SP1;2017-03-11
18581;Malaga;Alaves;A;2.0;3.3;4.0;SP1;2017-03-11
18582;Sevilla;Leganes;D;1.36;4.75;8.0;SP1;2017-03-11
18583;Valencia;Sp Gijon;D;1.5;4.33;6.5;SP1;2017-03-11
18584;Celta;Villarreal;A;2.75;3.2;2.75;SP1;2017-03-12
18585;La Coruna;Barcelona;H;13.0;6.5;1.22;SP1;2017-03-12
18586;Real Madrid;Betis;H;1.13;9.0;21.0;SP1;2017-03-12
18587;Sociedad;Ath Bilbao;A;2.1;3.3;3.5;SP1;2017-03-12
18588;Osasuna;Eibar;D;3.6;3.4;2.1;SP1;2017-03-13
18589;Las Palmas;Villarreal;H;2.55;3.4;2.75;SP1;2017-03-17
18590;Alaves;Sociedad;H;2.55;3.2;2.9;SP1;2017-03-18
18591;Ath Bilbao;Real Madrid;A;5.0;4.0;1.67;SP1;2017-03-18
18592;Betis;Osasuna;H;1.44;4.33;8.0;SP1;2017-03-18
18593;Eibar;Espanol;D;1.91;3.5;4.2;SP1;2017-03-18
18594;Ath Madrid;Sevilla;H;1.67;3.8;5.25;SP1;2017-03-19
18595;Barcelona;Valencia;H;1.13;9.5;19.0;SP1;2017-03-19
18596;La Coruna;Celta;A;2.2;3.3;3.4;SP1;2017-03-19
18597;Leganes;Malaga;D;2.4;3.0;3.3;SP1;2017-03-19
18598;Sp Gijon;Granada;H;2.0;3.5;3.8;SP1;2017-03-19
18599;Espanol;Betis;H;2.3;3.2;3.3;SP1;2017-03-31
18600;Malaga;Ath Madrid;A;5.25;3.5;1.75;SP1;2017-04-01
18601;Osasuna;Ath Bilbao;A;6.0;4.0;1.57;SP1;2017-04-01
18602;Sociedad;Leganes;D;1.75;3.4;5.5;SP1;2017-04-01
18603;Villarreal;Eibar;A;1.85;3.6;4.33;SP1;2017-04-01
18604;Granada;Barcelona;A;13.0;7.5;1.2;SP1;2017-04-02
18605;Real Madrid;Alaves;H;1.11;10.0;19.0;SP1;2017-04-02
18606;Sevilla;Sp Gijon;D;1.33;5.5;8.5;SP1;2017-04-02
18607;Valencia;La Coruna;H;1.85;3.4;4.75;SP1;2017-04-02
18608;Celta;Las Palmas;H;1.95;3.5;3.8;SP1;2017-04-03
18609;Ath Bilbao;Espanol;H;1.5;4.2;7.0;SP1;2017-04-04
18610;Ath Madrid;Sociedad;H;1.36;4.75;9.5;SP1;2017-04-04
18611;Betis;Villarreal;A;2.75;3.2;2.7;SP1;2017-04-04
18612;Alaves;Osasuna;A;1.44;4.5;7.0;SP1;2017-04-05
18613;Barcelona;Sevilla;H;1.22;7.0;11.0;SP1;2017-04-05
18614;La Coruna;Granada;D;1.55;4.0;6.5;SP1;2017-04-05
18615;Leganes;Real Madrid;A;8.0;5.25;1.33;SP1;2017-04-05
18616;Sp Gijon;Malaga;A;2.8;3.25;2.6;SP1;2017-04-05
18617;Eibar;Las Palmas;H;1.85;3.75;4.2;SP1;2017-04-06
18618;Valencia;Celta;H;2.0;3.5;3.75;SP1;2017-04-06
18619;Villarreal;Ath Bilbao;H;2.15;3.2;3.6;SP1;2017-04-07
18620;Espanol;Alaves;H;2.1;3.1;3.8;SP1;2017-04-08
18621;Malaga;Barcelona;H;8.0;5.25;1.36;SP1;2017-04-08
18622;Real Madrid;Ath Madrid;D;1.8;3.8;4.33;SP1;2017-04-08
18623;Sevilla;La Coruna;H;1.5;4.33;6.5;SP1;2017-04-08
18624;Celta;Eibar;A;2.25;3.4;3.25;SP1;2017-04-09
18625;Granada;Valencia;A;3.5;3.4;2.1;SP1;2017-04-09
18626;Las Palmas;Betis;H;2.1;3.5;3.5;SP1;2017-04-09
18627;Osasuna;Leganes;H;3.8;3.3;2.05;SP1;2017-04-09
18628;Sociedad;Sp Gijon;H;1.44;4.75;7.0;SP1;2017-04-10
18629;Ath Bilbao;Las Palmas;H;1.44;4.5;7.5;SP1;2017-04-14
18630;Ath Madrid;Osasuna;H;1.14;8.0;15.0;SP1;2017-04-15
18631;Barcelona;Sociedad;H;1.17;6.5;17.0;SP1;2017-04-15
18632;La Coruna;Malaga;H;2.25;3.2;3.25;SP1;2017-04-15
18633;Sp Gijon;Real Madrid;A;6.5;5.0;1.4;SP1;2017-04-15
18634;Betis;Eibar;H;2.7;3.2;2.63;SP1;2017-04-16
18635;Granada;Celta;A;2.8;3.3;2.45;SP1;2017-04-16
18636;Leganes;Espanol;A;2.0;3.2;4.0;SP1;2017-04-16
18637;Valencia;Sevilla;D;2.55;3.2;2.75;SP1;2017-04-16
18638;Alaves;Villarreal;H;3.0;3.0;2.55;SP1;2017-04-17
18639;Sevilla;Granada;H;1.17;8.0;15.0;SP1;2017-04-21
18640;Espanol;Ath Madrid;A;5.0;3.6;1.75;SP1;2017-04-22
18641;Malaga;Valencia;H;2.2;3.4;3.3;SP1;2017-04-22
18642;Osasuna;Sp Gijon;D;2.5;3.4;2.8;SP1;2017-04-22
18643;Villarreal;Leganes;H;1.67;3.6;5.75;SP1;2017-04-22
18644;Celta;Betis;A;2.05;3.4;3.75;SP1;2017-04-23
18645;Las Palmas;Alaves;D;2.0;3.5;3.8;SP1;2017-04-23
18646;Real Madrid;Barcelona;A;2.05;4.0;3.2;SP1;2017-04-23
18647;Sociedad;La Coruna;H;1.57;4.0;6.0;SP1;2017-04-23
18648;Eibar;Ath Bilbao;A;2.6;3.3;2.75;SP1;2017-04-24
18649;Ath Madrid;Villarreal;A;1.4;4.1;9.0;SP1;2017-04-25
18650;Granada;Malaga;A;3.9;3.5;1.95;SP1;2017-04-25
18651;Sp Gijon;Espanol;D;2.05;3.4;3.6;SP1;2017-04-25
18652;Barcelona;Osasuna;H;1.02;17.0;34.0;SP1;2017-04-26
18653;La Coruna;Real Madrid;A;8.0;4.75;1.4;SP1;2017-04-26
18654;Leganes;Las Palmas;H;1.73;3.6;4.75;SP1;2017-04-26
18655;Valencia;Sociedad;A;2.6;3.4;2.7;SP1;2017-04-26
18656;Alaves;Eibar;D;2.75;3.2;2.7;SP1;2017-04-27
18657;Ath Bilbao;Betis;H;1.4;4.5;9.0;SP1;2017-04-27
18658;Sevilla;Celta;H;1.33;5.5;8.0;SP1;2017-04-27
18659;Villarreal;Sp Gijon;H;1.4;4.75;8.0;SP1;2017-04-28
18660;Espanol;Barcelona;A;15.0;7.5;1.18;SP1;2017-04-29
18661;Las Palmas;Ath Madrid;A;5.25;3.6;1.73;SP1;2017-04-29
18662;Real Madrid;Valencia;H;1.17;9.0;13.0;SP1;2017-04-29
18663;Sociedad;Granada;H;1.17;7.5;17.0;SP1;2017-04-29
18664;Betis;Alaves;A;2.1;3.2;3.8;SP1;2017-04-30
18665;Celta;Ath Bilbao;A;4.5;3.7;1.8;SP1;2017-04-30
18666;Eibar;Leganes;H;2.1;3.3;3.75;SP1;2017-04-30
18667;Osasuna;La Coruna;D;3.9;3.6;1.95;SP1;2017-04-30
18668;Malaga;Sevilla;H;4.0;3.6;1.91;SP1;2017-05-01
18669;Sevilla;Sociedad;D;1.62;4.0;5.5;SP1;2017-05-05
18670;Ath Madrid;Eibar;H;1.3;5.25;11.0;SP1;2017-05-06
18671;Barcelona;Villarreal;H;1.14;8.5;17.0;SP1;2017-05-06
18672;Granada;Real Madrid;A;21.0;9.0;1.13;SP1;2017-05-06
18673;Sp Gijon;Las Palmas;H;1.5;4.75;5.5;SP1;2017-05-06
18674;Alaves;Ath Bilbao;H;4.75;3.5;1.8;SP1;2017-05-07
18675;La Coruna;Espanol;A;2.0;3.4;4.0;SP1;2017-05-07
18676;Malaga;Celta;H;1.4;4.5;7.5;SP1;2017-05-07
18677;Valencia;Osasuna;H;1.22;6.5;13.0;SP1;2017-05-07
18678;Leganes;Betis;H;1.65;3.8;5.75;SP1;2017-05-08
18679;Espanol;Valencia;A;2.4;3.3;3.0;SP1;2017-05-13
18680;Osasuna;Granada;H;1.8;3.8;4.33;SP1;2017-05-13
18681;Alaves;Celta;H;1.8;3.4;5.0;SP1;2017-05-14
18682;Ath Bilbao;Leganes;D;1.44;4.2;8.5;SP1;2017-05-14
18683;Betis;Ath Madrid;D;7.0;3.75;1.57;SP1;2017-05-14
18684;Eibar;Sp Gijon;A;2.0;3.75;3.5;SP1;2017-05-14
18685;Las Palmas;Barcelona;A;26.0;11.0;1.08;SP1;2017-05-14
18686;Real Madrid;Sevilla;H;1.17;8.0;15.0;SP1;2017-05-14
18687;Sociedad;Malaga;D;1.53;4.1;6.5;SP1;2017-05-14
18688;Villarreal;La Coruna;D;1.5;4.33;6.5;SP1;2017-05-14
18689;Celta;Real Madrid;A;13.0;7.0;1.2;SP1;2017-05-17
18690;Granada;Espanol;A;4.5;4.0;1.73;SP1;2017-05-19
18691;La Coruna;Las Palmas;H;1.73;4.0;4.5;SP1;2017-05-20
18692;Leganes;Alaves;D;2.1;3.25;3.75;SP1;2017-05-20
18693;Sevilla;Osasuna;H;1.14;9.0;17.0;SP1;2017-05-20
18694;Sp Gijon;Betis;D;2.5;3.4;2.8;SP1;2017-05-20
18695;Ath Madrid;Ath Bilbao;H;2.0;3.5;3.8;SP1;2017-05-21
18696;Barcelona;Eibar;H;1.05;15.0;34.0;SP1;2017-05-21
18697;Celta;Sociedad;D;4.75;3.75;1.75;SP1;2017-05-21
18698;Malaga;Real Madrid;A;11.0;7.0;1.22;SP1;2017-05-21
18699;Valencia;Villarreal;A;3.1;3.4;2.3;SP1;2017-05-21
18700;Roda;Twente;D;4.75;3.6;1.73;N1;2010-08-06
18701;Graafschap;Excelsior;H;1.7;3.6;5.0;N1;2010-08-07
18702;Heerenveen;PSV Eindhoven;A;4.75;3.5;1.75;N1;2010-08-07
18703;Heracles;Willem II;H;1.57;3.8;6.0;N1;2010-08-07
18704;Nijmegen;VVV Venlo;H;1.91;3.5;3.9;N1;2010-08-07
18705;Feyenoord;Utrecht;H;1.75;3.6;4.75;N1;2010-08-08
18706;Groningen;Ajax;D;5.75;3.7;1.62;N1;2010-08-08
18707;NAC Breda;AZ Alkmaar;D;3.9;3.5;1.91;N1;2010-08-08
18708;Vitesse;Den Haag;H;1.91;3.5;3.9;N1;2010-08-08
18709;Ajax;Vitesse;H;1.15;7.0;17.0;N1;2010-08-14
18710;AZ Alkmaar;Groningen;D;1.6;3.8;5.5;N1;2010-08-14
18711;PSV Eindhoven;Graafschap;H;1.17;7.0;15.0;N1;2010-08-14
18712;Twente;Heerenveen;D;1.53;4.0;6.0;N1;2010-08-14
18713;VVV Venlo;Heracles;H;3.1;3.4;2.25;N1;2010-08-14
18714;Den Haag;Roda;A;2.25;3.3;3.2;N1;2010-08-15
18715;Excelsior;Feyenoord;H;8.0;4.5;1.4;N1;2010-08-15
18716;Utrecht;NAC Breda;H;1.67;3.5;5.5;N1;2010-08-15
18717;Willem II;Nijmegen;A;2.8;3.25;2.5;N1;2010-08-15
18718;Excelsior;Nijmegen;H;3.1;3.4;2.25;N1;2010-08-20
18719;Ajax;Roda;H;1.2;6.5;13.0;N1;2010-08-21
18720;Groningen;Graafschap;H;1.44;4.33;7.0;N1;2010-08-21
18721;Heerenveen;NAC Breda;H;1.57;4.0;5.5;N1;2010-08-21
18722;Vitesse;Twente;A;5.5;3.75;1.62;N1;2010-08-21
18723;Heracles;Feyenoord;D;2.75;3.3;2.5;N1;2010-08-22
18724;PSV Eindhoven;AZ Alkmaar;H;1.44;4.33;7.0;N1;2010-08-22
18725;Utrecht;Willem II;H;1.36;4.6;8.5;N1;2010-08-22
18726;VVV Venlo;Den Haag;A;2.0;3.4;3.7;N1;2010-08-22
18727;Willem II;Groningen;A;4.2;3.75;1.8;N1;2010-08-27
18728;NAC Breda;VVV Venlo;H;1.8;3.5;4.5;N1;2010-08-28
18729;Nijmegen;Heerenveen;D;2.75;3.3;2.5;N1;2010-08-28
18730;Roda;Heracles;H;1.91;3.6;3.75;N1;2010-08-28
18731;AZ Alkmaar;Excelsior;D;1.29;5.25;10.0;N1;2010-08-29
18732;Den Haag;PSV Eindhoven;D;9.0;5.0;1.33;N1;2010-08-29
18733;Feyenoord;Vitesse;H;1.4;4.5;8.0;N1;2010-08-29
18734;Graafschap;Ajax;A;10.0;5.25;1.29;N1;2010-08-29
18735;Twente;Utrecht;H;1.5;4.0;7.0;N1;2010-08-29
18736;Ajax;Willem II;H;1.08;11.0;19.0;N1;2010-09-11
18737;AZ Alkmaar;Roda;A;1.62;3.75;5.5;N1;2010-09-11
18738;Excelsior;Heracles;H;2.88;3.3;2.4;N1;2010-09-11
18739;Heerenveen;Vitesse;H;1.44;4.5;6.5;N1;2010-09-11
18740;PSV Eindhoven;Nijmegen;H;1.2;6.5;13.0;N1;2010-09-11
18741;VVV Venlo;Twente;A;9.0;4.5;1.36;N1;2010-09-11
18742;Den Haag;Graafschap;D;1.73;3.75;4.5;N1;2010-09-12
18743;Groningen;Utrecht;H;2.1;3.3;3.5;N1;2010-09-12
18744;NAC Breda;Feyenoord;H;3.0;3.25;2.38;N1;2010-09-12
18745;Graafschap;Heerenveen;H;3.5;3.6;2.0;N1;2010-09-17
18746;Groningen;Excelsior;H;1.36;4.75;8.5;N1;2010-09-18
18747;Vitesse;NAC Breda;D;2.25;3.4;3.1;N1;2010-09-18
