;HomeTeam;AwayTeam;FTR;B365H;B365D;B365A;Div;Date
18748;Willem II;Den Haag;A;3.0;3.4;2.3;N1;2010-09-18
18749;Feyenoord;Ajax;A;4.6;3.6;1.75;N1;2010-09-19
18750;Heracles;Twente;D;5.75;4.0;1.57;N1;2010-09-19
18751;Nijmegen;AZ Alkmaar;A;3.2;3.4;2.2;N1;2010-09-19
18752;Roda;PSV Eindhoven;D;5.75;3.6;1.62;N1;2010-09-19
18753;Utrecht;VVV Venlo;H;1.4;4.5;7.5;N1;2010-09-19
18754;AZ Alkmaar;Utrecht;H;1.83;3.5;4.33;N1;2010-09-25
18755;Den Haag;Heracles;H;2.0;3.5;3.6;N1;2010-09-25
18756;Heerenveen;Roda;D;1.75;3.75;4.33;N1;2010-09-25
18757;PSV Eindhoven;Groningen;D;1.36;4.2;8.0;N1;2010-09-25
18758;Twente;Ajax;D;2.8;3.25;2.5;N1;2010-09-25
18759;Excelsior;Vitesse;A;2.5;3.4;2.7;N1;2010-09-26
18760;NAC Breda;Willem II;H;1.44;4.33;7.0;N1;2010-09-26
18761;Nijmegen;Feyenoord;H;2.8;3.3;2.5;N1;2010-09-26
18762;VVV Venlo;Graafschap;H;2.05;3.5;3.4;N1;2010-09-26
18763;Vitesse;Willem II;D;1.4;4.5;7.5;N1;2010-10-01
18764;Excelsior;Roda;A;3.2;3.4;2.2;N1;2010-10-02
18765;NAC Breda;Nijmegen;H;2.05;3.4;3.5;N1;2010-10-02
18766;Ajax;Utrecht;A;1.18;6.5;14.0;N1;2010-10-03
18767;AZ Alkmaar;Heracles;H;1.4;4.5;7.5;N1;2010-10-03
18768;Graafschap;Feyenoord;D;3.1;3.4;2.25;N1;2010-10-03
18769;Heerenveen;Den Haag;D;1.6;3.8;5.75;N1;2010-10-03
18770;PSV Eindhoven;VVV Venlo;H;1.13;8.5;17.0;N1;2010-10-03
18771;Twente;Groningen;H;1.62;3.8;5.5;N1;2010-10-03
18772;Ajax;NAC Breda;H;1.2;6.5;13.0;N1;2010-10-16
18773;Den Haag;Excelsior;H;1.62;3.8;5.5;N1;2010-10-16
18774;Feyenoord;Twente;A;3.5;3.4;2.05;N1;2010-10-16
18775;Utrecht;Graafschap;D;1.44;4.33;7.0;N1;2010-10-16
18776;VVV Venlo;AZ Alkmaar;A;4.75;3.5;1.75;N1;2010-10-16
18777;Groningen;Heerenveen;H;1.91;3.6;3.8;N1;2010-10-17
18778;Heracles;Nijmegen;H;2.15;3.4;3.2;N1;2010-10-17
18779;Roda;Vitesse;H;1.7;3.6;4.8;N1;2010-10-17
18780;Willem II;PSV Eindhoven;A;10.0;6.0;1.25;N1;2010-10-17
18781;NAC Breda;Roda;A;2.5;3.25;2.8;N1;2010-10-22
18782;Graafschap;Heracles;D;2.0;3.5;3.6;N1;2010-10-23
18783;Heerenveen;VVV Venlo;H;1.45;4.33;7.0;N1;2010-10-23
18784;Nijmegen;Groningen;H;2.75;3.3;2.5;N1;2010-10-23
18785;AZ Alkmaar;Willem II;H;1.2;6.5;13.0;N1;2010-10-24
18786;Excelsior;Ajax;D;13.0;6.5;1.2;N1;2010-10-24
18787;PSV Eindhoven;Feyenoord;H;1.36;4.5;9.0;N1;2010-10-24
18788;Twente;Den Haag;H;1.3;5.0;10.0;N1;2010-10-24
18789;Vitesse;Utrecht;A;2.9;3.3;2.38;N1;2010-10-24
18790;Heracles ;NAC Breda;H;2.0;3.4;3.75;N1;2010-10-26
18791;Roda ;Nijmegen;D;1.57;3.8;6.0;N1;2010-10-26
18792;Ajax ;Heerenveen;H;1.25;5.5;11.0;N1;2010-10-27
18793;Feyenoord ;VVV Venlo;H;1.57;3.75;6.0;N1;2010-10-27
18794;Graafschap ;AZ Alkmaar;H;4.75;3.5;1.75;N1;2010-10-27
18795;Groningen ;Den Haag;H;1.55;3.8;6.25;N1;2010-10-27
18796;Utrecht ;Excelsior;H;1.4;4.6;7.5;N1;2010-10-27
18797;Vitesse ;PSV Eindhoven;A;9.0;4.75;1.33;N1;2010-10-27
18798;Willem II ;Twente;A;9.0;5.5;1.29;N1;2010-10-27
18799;Excelsior;Heerenveen;A;3.4;3.5;2.05;N1;2010-10-30
18800;Heracles;Ajax;A;8.0;4.75;1.36;N1;2010-10-30
18801;NAC Breda;Graafschap;H;1.91;3.5;3.9;N1;2010-10-30
18802;PSV Eindhoven;Twente;A;1.8;3.5;4.5;N1;2010-10-30
18803;VVV Venlo;Groningen;A;3.9;3.5;1.91;N1;2010-10-30
18804;AZ Alkmaar;Feyenoord;H;1.65;3.8;5.0;N1;2010-10-31
18805;Den Haag;Utrecht;H;2.75;3.3;2.5;N1;2010-10-31
18806;Nijmegen;Vitesse;D;1.8;3.5;4.5;N1;2010-10-31
18807;Roda;Willem II;D;1.29;5.5;9.0;N1;2010-10-31
18808;Willem II;VVV Venlo;A;2.3;3.4;3.0;N1;2010-11-05
18809;Graafschap;Nijmegen;A;2.3;3.4;3.0;N1;2010-11-06
18810;Groningen;NAC Breda;H;1.5;4.0;7.0;N1;2010-11-06
18811;Heerenveen;Heracles;H;1.62;3.8;5.5;N1;2010-11-06
18812;Twente;Excelsior;H;1.17;6.5;17.0;N1;2010-11-06
18813;Ajax;Den Haag;A;1.17;6.5;12.0;N1;2010-11-07
18814;Feyenoord;Roda;D;2.2;3.5;3.1;N1;2010-11-07
18815;Utrecht;PSV Eindhoven;A;4.5;3.75;1.75;N1;2010-11-07
18816;Vitesse;AZ Alkmaar;D;4.0;3.6;1.85;N1;2010-11-07
18817;NAC Breda;Twente;H;6.0;4.0;1.55;N1;2010-11-13
18818;PSV Eindhoven;Excelsior;H;1.13;8.0;19.0;N1;2010-11-13
18819;AZ Alkmaar;Ajax;H;3.7;3.4;2.0;N1;2010-11-14
18820;Feyenoord;Heerenveen;D;2.2;3.4;3.2;N1;2010-11-14
18821;Heracles;Groningen;H;2.5;3.4;2.7;N1;2010-11-14
18822;Nijmegen;Den Haag;D;2.05;3.4;3.5;N1;2010-11-14
18823;VVV Venlo;Vitesse;A;2.25;3.4;3.1;N1;2010-11-14
18824;Ajax;PSV Eindhoven;D;2.38;3.4;2.88;N1;2010-11-20
18825;Excelsior;VVV Venlo;H;2.0;3.5;3.6;N1;2010-11-20
18826;Graafschap;Roda;H;2.9;3.3;2.4;N1;2010-11-20
18827;Twente;AZ Alkmaar;A;1.73;3.5;5.0;N1;2010-11-20
18828;Vitesse;Heracles;H;2.0;3.5;3.6;N1;2010-11-20
18829;Den Haag;NAC Breda;H;1.83;3.6;4.2;N1;2010-11-21
18830;Groningen;Feyenoord;H;1.83;3.6;4.2;N1;2010-11-21
18831;Heerenveen;Willem II;H;1.3;5.0;10.0;N1;2010-11-21
18832;Utrecht;Nijmegen;H;1.75;3.5;4.75;N1;2010-11-21
18833;Roda;Utrecht;D;2.25;3.3;3.2;N1;2010-11-24
18834;Willem II;Graafschap;A;2.5;3.4;2.7;N1;2010-11-24
18835;NAC Breda;PSV Eindhoven;H;6.75;4.0;1.5;N1;2010-11-26
18836;AZ Alkmaar;Heerenveen;D;1.62;3.75;5.5;N1;2010-11-27
18837;Nijmegen;Twente;A;5.5;3.75;1.62;N1;2010-11-27
18838;Roda;Groningen;H;2.35;3.3;3.0;N1;2010-11-27
18839;Willem II;Excelsior;D;2.4;3.3;2.88;N1;2010-11-27
18840;Feyenoord;Den Haag;H;1.91;3.4;4.0;N1;2010-11-28
18841;Graafschap;Vitesse;D;2.25;3.25;3.2;N1;2010-11-28
18842;Heracles;Utrecht;H;2.3;3.4;3.0;N1;2010-11-28
18843;VVV Venlo;Ajax;A;7.5;4.5;1.4;N1;2010-11-28
18844;Groningen;Vitesse;H;1.6;3.8;5.5;N1;2010-12-03
18845;Ajax;Nijmegen;D;1.2;6.0;11.0;N1;2010-12-04
18846;PSV Eindhoven;Heracles;H;1.17;6.5;12.0;N1;2010-12-04
18847;Twente;Graafschap;H;1.25;5.5;9.5;N1;2010-12-04
18848;Den Haag;AZ Alkmaar;A;2.8;3.4;2.4;N1;2010-12-05
18849;Utrecht;Heerenveen;H;2.0;3.4;3.75;N1;2010-12-05
18850;Willem II;Feyenoord;D;4.33;3.6;1.8;N1;2010-12-05
18851;Heracles;VVV Venlo;D;1.4;4.33;8.0;N1;2010-12-10
18852;Graafschap;PSV Eindhoven;D;8.0;4.75;1.36;N1;2010-12-11
18853;NAC Breda;Utrecht;H;2.4;3.4;2.8;N1;2010-12-11
18854;Nijmegen;Willem II;H;1.4;4.5;7.5;N1;2010-12-11
18855;Roda;Den Haag;D;1.83;3.5;4.33;N1;2010-12-11
18856;Feyenoord;Excelsior;H;1.5;4.0;6.5;N1;2010-12-12
18857;Groningen;AZ Alkmaar;H;2.2;3.4;3.1;N1;2010-12-12
18858;Heerenveen;Twente;H;3.4;3.4;2.1;N1;2010-12-12
18859;Vitesse;Ajax;A;6.0;4.0;1.55;N1;2010-12-12
18860;VVV Venlo;Roda;A;3.25;3.5;2.1;N1;2010-12-14
18861;Excelsior;NAC Breda;A;2.75;3.0;2.5;N1;2010-12-15
18862;Den Haag;Willem II;H;1.33;5.0;9.0;N1;2010-12-18
18863;Excelsior;Groningen;D;4.2;3.6;1.83;N1;2010-12-18
18864;Heerenveen;Graafschap;H;1.36;4.75;8.0;N1;2010-12-18
18865;NAC Breda;Vitesse;D;1.83;3.5;4.33;N1;2010-12-18
18866;PSV Eindhoven;Roda;H;1.3;5.25;9.5;N1;2010-12-19
18867;Ajax;Feyenoord;H;1.25;5.0;11.0;N1;2011-01-19
18868;AZ Alkmaar;Nijmegen;D;1.4;4.2;7.0;N1;2011-01-19
18869;Twente;Heracles;H;1.29;5.0;8.5;N1;2011-01-19
18870;VVV Venlo;Utrecht;A;3.8;3.4;1.85;N1;2011-01-19
18871;Den Haag;Heerenveen;H;2.5;3.4;2.7;N1;2011-01-21
18872;Feyenoord;Graafschap;A;1.57;4.0;5.5;N1;2011-01-22
18873;Heracles;AZ Alkmaar;D;3.25;3.4;2.15;N1;2011-01-22
18874;Nijmegen;NAC Breda;D;1.8;3.7;4.2;N1;2011-01-22
18875;Willem II;Vitesse;H;3.4;3.4;2.1;N1;2011-01-22
18876;Groningen;Twente;A;2.9;3.4;2.35;N1;2011-01-23
18877;Roda;Excelsior;H;1.36;4.5;9.0;N1;2011-01-23
18878;Utrecht;Ajax;H;4.0;3.4;1.91;N1;2011-01-23
18879;VVV Venlo;PSV Eindhoven;A;10.0;5.0;1.3;N1;2011-01-23
18880;Nijmegen;Heracles;D;1.8;3.75;4.33;N1;2011-01-28
18881;AZ Alkmaar;VVV Venlo;H;1.22;6.0;13.0;N1;2011-01-29
18882;PSV Eindhoven;Willem II;H;1.09;10.0;23.0;N1;2011-01-29
18883;Vitesse;Roda;H;3.1;3.3;2.3;N1;2011-01-29
18884;Excelsior;Den Haag;A;3.0;3.4;2.3;N1;2011-01-30
18885;Heerenveen;Groningen;A;1.91;3.6;3.75;N1;2011-01-30
18886;NAC Breda;Ajax;A;5.25;4.0;1.6;N1;2011-01-30
18887;Twente;Feyenoord;H;1.29;5.0;8.5;N1;2011-01-30
18888;Graafschap;Utrecht;D;3.25;3.3;2.2;N1;2011-02-01
18889;Ajax;Graafschap;H;1.14;7.5;17.0;N1;2011-02-04
18890;Excelsior;AZ Alkmaar;H;6.0;4.0;1.53;N1;2011-02-05
18891;Heerenveen;Nijmegen;D;1.57;4.0;5.5;N1;2011-02-05
18892;PSV Eindhoven;Den Haag;A;1.25;5.5;11.0;N1;2011-02-05
18893;VVV Venlo;NAC Breda;H;2.65;3.5;2.5;N1;2011-02-05
18894;Groningen;Willem II;H;1.22;5.75;13.0;N1;2011-02-06
18895;Heracles;Roda;H;2.2;3.4;3.2;N1;2011-02-06
18896;Utrecht;Twente;D;3.1;3.4;2.25;N1;2011-02-06
18897;Vitesse;Feyenoord;D;2.3;3.4;3.0;N1;2011-02-06
18898;AZ Alkmaar;PSV Eindhoven;A;2.9;3.3;2.4;N1;2011-02-12
18899;Den Haag;VVV Venlo;H;1.36;4.2;8.0;N1;2011-02-12
18900;Feyenoord;Heracles;H;1.67;3.75;5.0;N1;2011-02-12
18901;Twente;Vitesse;H;1.25;5.5;11.0;N1;2011-02-12
18902;Willem II;Utrecht;D;5.5;3.75;1.62;N1;2011-02-12
18903;Graafschap;Groningen;D;3.3;3.5;2.1;N1;2011-02-13
18904;NAC Breda;Heerenveen;A;2.8;3.25;2.5;N1;2011-02-13
18905;Nijmegen;Excelsior;H;1.44;4.33;7.0;N1;2011-02-13
18906;Roda;Ajax;D;4.75;3.6;1.73;N1;2011-02-13
18907;Utrecht;Heracles;D;1.57;3.8;6.0;N1;2011-02-18
18908;Excelsior;Willem II;H;1.73;3.75;4.5;N1;2011-02-19
18909;Groningen;Roda;A;1.67;3.75;5.0;N1;2011-02-19
18910;Heerenveen;AZ Alkmaar;A;2.35;3.4;2.9;N1;2011-02-19
18911;Ajax;VVV Venlo;H;1.13;8.0;17.0;N1;2011-02-20
18912;Den Haag;Feyenoord;D;2.0;3.5;3.6;N1;2011-02-20
18913;PSV Eindhoven;NAC Breda;H;1.17;7.0;14.0;N1;2011-02-20
18914;Twente;Nijmegen;D;1.33;5.0;8.5;N1;2011-02-20
18915;Vitesse;Graafschap;H;1.73;3.75;4.5;N1;2011-02-20
18916;VVV Venlo;Excelsior;H;2.25;3.5;3.0;N1;2011-02-25
18917;Heracles;Vitesse;H;1.75;3.5;4.75;N1;2011-02-26
18918;NAC Breda;Den Haag;H;2.75;3.3;2.5;N1;2011-02-26
18919;Roda;Graafschap;D;1.53;4.0;6.0;N1;2011-02-26
18920;Willem II;Heerenveen;H;5.0;3.75;1.67;N1;2011-02-26
18921;AZ Alkmaar;Twente;H;2.5;3.25;2.8;N1;2011-02-27
18922;Feyenoord;Groningen;H;2.15;3.4;3.25;N1;2011-02-27
18923;Nijmegen;Utrecht;D;2.5;3.25;2.8;N1;2011-02-27
18924;PSV Eindhoven;Ajax;D;1.91;3.4;4.0;N1;2011-02-27
18925;Graafschap;Willem II;H;1.5;4.33;6.0;N1;2011-03-04
18926;Den Haag;Nijmegen;H;1.7;3.8;4.75;N1;2011-03-05
18927;Excelsior;PSV Eindhoven;A;11.0;5.0;1.29;N1;2011-03-05
18928;Twente;NAC Breda;H;1.29;5.0;11.0;N1;2011-03-05
18929;Vitesse;VVV Venlo;H;1.57;4.0;5.5;N1;2011-03-05
18930;Ajax;AZ Alkmaar;H;1.62;4.0;5.0;N1;2011-03-06
18931;Groningen;Heracles;A;1.6;4.0;5.25;N1;2011-03-06
18932;Heerenveen;Feyenoord;A;1.91;3.6;3.75;N1;2011-03-06
18933;Utrecht;Roda;D;1.8;3.6;4.33;N1;2011-03-06
18934;Utrecht;Groningen;H;1.67;3.9;4.75;N1;2011-03-11
18935;Heracles;Excelsior;H;1.36;4.75;8.5;N1;2011-03-12
18936;Roda;AZ Alkmaar;A;2.7;3.2;2.63;N1;2011-03-12
18937;Vitesse;Heerenveen;D;2.5;3.25;2.8;N1;2011-03-12
18938;Feyenoord;NAC Breda;H;1.44;4.33;7.0;N1;2011-03-13
18939;Graafschap;Den Haag;H;3.0;3.4;2.3;N1;2011-03-13
18940;Nijmegen;PSV Eindhoven;D;5.25;4.0;1.6;N1;2011-03-13
18941;Twente;VVV Venlo;H;1.13;7.0;17.0;N1;2011-03-13
18942;Willem II;Ajax;A;10.0;5.0;1.25;N1;2011-03-13
18943;AZ Alkmaar;Vitesse;H;1.36;4.33;7.5;N1;2011-03-18
18944;Heracles;Heerenveen;H;1.95;3.4;3.5;N1;2011-03-19
18945;NAC Breda;Groningen;A;2.3;3.2;2.88;N1;2011-03-19
18946;Nijmegen;Graafschap;H;1.67;3.5;4.75;N1;2011-03-19
18947;VVV Venlo;Willem II;D;1.7;3.6;4.33;N1;2011-03-19
18948;Den Haag;Ajax;H;4.0;3.5;1.8;N1;2011-03-20
18949;Excelsior;Twente;A;6.0;3.8;1.5;N1;2011-03-20
18950;PSV Eindhoven;Utrecht;H;1.4;4.2;7.0;N1;2011-03-20
18951;Roda;Feyenoord;H;2.2;3.25;3.0;N1;2011-03-20
18952;Feyenoord;AZ Alkmaar;A;2.75;3.3;2.5;N1;2011-04-02
18953;Graafschap;NAC Breda;A;1.95;3.5;3.75;N1;2011-04-02
18954;Heerenveen;Excelsior;A;1.33;4.75;10.0;N1;2011-04-02
18955;Twente;PSV Eindhoven;H;2.3;3.25;3.1;N1;2011-04-02
18956;Willem II;Roda;A;4.5;3.75;1.75;N1;2011-04-02
18957;Ajax;Heracles;H;1.29;5.5;9.5;N1;2011-04-03
18958;Groningen;VVV Venlo;H;1.3;5.5;9.0;N1;2011-04-03
18959;Utrecht;Den Haag;A;1.91;3.4;4.0;N1;2011-04-03
18960;Vitesse;Nijmegen;H;2.1;3.4;3.4;N1;2011-04-03
18961;AZ Alkmaar;NAC Breda;D;1.33;5.0;9.0;N1;2011-04-08
18962;Den Haag;Vitesse;H;1.57;4.0;5.5;N1;2011-04-09
18963;Excelsior;Graafschap;D;2.1;3.4;3.4;N1;2011-04-09
18964;VVV Venlo;Nijmegen;A;2.9;3.3;2.4;N1;2011-04-09
18965;Willem II;Heracles;A;3.75;3.6;1.91;N1;2011-04-09
18966;Ajax;Groningen;H;1.36;4.75;8.0;N1;2011-04-10
18967;PSV Eindhoven;Heerenveen;D;1.3;5.25;10.0;N1;2011-04-10
18968;Twente;Roda;D;1.36;4.75;8.0;N1;2011-04-10
18969;Utrecht;Feyenoord;A;1.8;3.5;4.5;N1;2011-04-10
18970;Heerenveen;Utrecht;H;2.1;3.4;3.4;N1;2011-04-15
18971;AZ Alkmaar;Den Haag;H;1.73;3.8;4.5;N1;2011-04-16
18972;NAC Breda;Excelsior;A;1.57;4.0;5.5;N1;2011-04-16
18973;Roda;VVV Venlo;H;1.3;5.0;10.0;N1;2011-04-16
18974;Vitesse;Groningen;H;2.4;3.3;2.88;N1;2011-04-16
18975;Feyenoord;Willem II;H;1.2;6.5;13.0;N1;2011-04-17
18976;Graafschap;Twente;D;6.5;4.5;1.45;N1;2011-04-17
18977;Heracles;PSV Eindhoven;A;4.5;3.6;1.75;N1;2011-04-17
18978;Nijmegen;Ajax;A;6.0;4.0;1.53;N1;2011-04-17
18979;Den Haag;Twente;A;3.4;3.5;2.05;N1;2011-04-22
18980;Heracles;Graafschap;H;1.5;4.0;6.5;N1;2011-04-23
18981;Roda;NAC Breda;H;1.44;4.33;7.0;N1;2011-04-23
18982;VVV Venlo;Heerenveen;D;4.2;3.75;1.8;N1;2011-04-23
18983;Willem II;AZ Alkmaar;H;9.5;5.5;1.29;N1;2011-04-23
18984;Ajax;Excelsior;H;1.14;7.5;17.0;N1;2011-04-24
18985;Feyenoord;PSV Eindhoven;H;3.4;3.5;2.05;N1;2011-04-24
18986;Groningen;Nijmegen;H;1.83;3.5;4.2;N1;2011-04-24
18987;Utrecht;Vitesse;H;1.62;4.0;5.25;N1;2011-04-24
18988;AZ Alkmaar;Graafschap;H;1.29;5.5;9.0;N1;2011-05-01
18989;Den Haag;Groningen;A;1.91;3.6;3.75;N1;2011-05-01
18990;Excelsior;Utrecht;H;3.5;3.6;2.0;N1;2011-05-01
18991;Heerenveen;Ajax;A;6.0;4.0;1.53;N1;2011-05-01
18992;NAC Breda;Heracles;A;3.2;3.0;2.38;N1;2011-05-01
18993;Nijmegen;Roda;H;2.8;3.4;2.4;N1;2011-05-01
18994;PSV Eindhoven;Vitesse;H;1.18;7.0;13.0;N1;2011-05-01
18995;Twente;Willem II;H;1.1;9.0;19.0;N1;2011-05-01
18996;VVV Venlo;Feyenoord;H;4.75;4.0;1.67;N1;2011-05-01
18997;Ajax;Twente;H;1.85;3.7;3.9;N1;2011-05-15
18998;Feyenoord;Nijmegen;D;1.65;3.6;5.0;N1;2011-05-15
18999;Graafschap;VVV Venlo;H;1.33;4.5;8.5;N1;2011-05-15
19000;Groningen;PSV Eindhoven;D;4.33;3.6;1.7;N1;2011-05-15
19001;Heracles;Den Haag;H;1.73;3.5;4.33;N1;2011-05-15
19002;Roda;Heerenveen;D;1.8;3.5;4.0;N1;2011-05-15
19003;Utrecht;AZ Alkmaar;H;2.4;3.4;2.6;N1;2011-05-15
19004;Vitesse;Excelsior;A;1.91;3.4;3.8;N1;2011-05-15
19005;Willem II;NAC Breda;A;3.25;3.4;2.05;N1;2011-05-15
19006;Nott'm Forest;Millwall;H;2.0;3.6;4.0;E1;2017-08-04
19007;Sunderland;Derby;D;2.7;3.25;2.88;E1;2017-08-04
19008;Aston Villa;Hull;D;2.1;3.4;4.0;E1;2017-08-05
19009;Bristol City;Barnsley;H;1.83;3.75;4.75;E1;2017-08-05
19010;Burton;Cardiff;A;3.1;3.3;2.5;E1;2017-08-05
19011;Fulham;Norwich;D;2.05;3.75;3.75;E1;2017-08-05
19012;Ipswich;Birmingham;H;2.5;3.4;3.0;E1;2017-08-05
19013;Preston;Sheffield Weds;H;3.0;3.2;2.63;E1;2017-08-05
19014;QPR;Reading;H;2.5;3.4;3.0;E1;2017-08-05
19015;Sheffield United;Brentford;H;2.2;4.0;3.1;E1;2017-08-05
19016;Wolves;Middlesbrough;H;2.7;3.25;2.88;E1;2017-08-05
19017;Bolton;Leeds;A;3.0;3.4;2.5;E1;2017-08-06
19018;Barnsley;Ipswich;A;2.55;3.3;3.0;E1;2017-08-12
19019;Birmingham;Bristol City;H;2.55;3.5;2.9;E1;2017-08-12
19020;Brentford;Nott'm Forest;A;1.85;3.75;4.5;E1;2017-08-12
19021;Cardiff;Aston Villa;H;2.7;3.2;2.9;E1;2017-08-12
19022;Derby;Wolves;A;2.4;3.25;3.3;E1;2017-08-12
19023;Hull;Burton;H;1.67;3.8;6.0;E1;2017-08-12
19024;Leeds;Preston;D;2.05;3.5;4.0;E1;2017-08-12
19025;Middlesbrough;Sheffield United;H;1.91;3.5;4.75;E1;2017-08-12
19026;Millwall;Bolton;D;2.1;3.4;4.0;E1;2017-08-12
19027;Reading;Fulham;D;3.75;3.75;2.05;E1;2017-08-12
19028;Sheffield Weds;QPR;D;1.83;3.6;5.0;E1;2017-08-12
19029;Norwich;Sunderland;A;1.85;3.75;4.5;E1;2017-08-13
19030;Barnsley;Nott'm Forest;H;2.88;3.5;2.55;E1;2017-08-15
19031;Birmingham;Bolton;D;1.91;3.4;4.75;E1;2017-08-15
19032;Brentford;Bristol City;D;2.05;3.9;3.5;E1;2017-08-15
19033;Cardiff;Sheffield United;H;1.91;3.6;4.5;E1;2017-08-15
19034;Derby;Preston;H;2.0;3.4;4.33;E1;2017-08-15
19035;Hull;Wolves;A;2.65;3.25;2.9;E1;2017-08-15
19036;Leeds;Fulham;D;2.5;3.6;2.88;E1;2017-08-15
19037;Middlesbrough;Burton;H;1.45;4.5;8.5;E1;2017-08-15
19038;Millwall;Ipswich;A;2.1;3.4;3.9;E1;2017-08-15
19039;Reading;Aston Villa;H;2.9;3.2;2.7;E1;2017-08-15
19040;Norwich;QPR;H;1.85;3.8;4.5;E1;2017-08-16
19041;Sheffield Weds;Sunderland;D;2.15;3.4;3.7;E1;2017-08-16
19042;Burton;Birmingham;H;3.0;3.2;2.63;E1;2017-08-18
19043;Aston Villa;Norwich;H;2.4;3.4;3.2;E1;2017-08-19
19044;Bolton;Derby;A;3.6;3.4;2.2;E1;2017-08-19
19045;Bristol City;Millwall;D;1.95;3.75;4.0;E1;2017-08-19
19046;Fulham;Sheffield Weds;A;1.91;3.75;4.2;E1;2017-08-19
19047;Ipswich;Brentford;H;2.9;3.7;2.45;E1;2017-08-19
19048;Nott'm Forest;Middlesbrough;H;3.2;3.3;2.45;E1;2017-08-19
19049;Preston;Reading;H;2.3;3.4;3.4;E1;2017-08-19
19050;QPR;Hull;H;2.63;3.3;2.9;E1;2017-08-19
19051;Sheffield United;Barnsley;H;1.8;3.75;5.0;E1;2017-08-19
19052;Sunderland;Leeds;A;2.25;3.4;3.5;E1;2017-08-19
19053;Wolves;Cardiff;A;2.05;3.5;4.0;E1;2017-08-19
19054;Bristol City;Aston Villa;D;2.3;3.4;3.4;E1;2017-08-25
19055;Hull;Bolton;H;1.75;3.75;5.25;E1;2017-08-25
19056;Barnsley;Sunderland;H;3.6;3.6;2.15;E1;2017-08-26
19057;Birmingham;Reading;A;2.2;3.4;3.6;E1;2017-08-26
19058;Brentford;Wolves;D;2.5;3.6;2.88;E1;2017-08-26
19059;Burton;Sheffield Weds;D;4.0;3.4;2.1;E1;2017-08-26
19060;Cardiff;QPR;H;1.8;3.7;5.0;E1;2017-08-26
19061;Ipswich;Fulham;A;3.6;3.7;2.1;E1;2017-08-26
19062;Middlesbrough;Preston;D;1.8;3.6;5.25;E1;2017-08-26
19063;Millwall;Norwich;H;2.7;3.5;2.7;E1;2017-08-26
19064;Nott'm Forest;Leeds;A;2.6;3.4;2.88;E1;2017-08-26
19065;Sheffield United;Derby;H;2.75;3.3;2.8;E1;2017-08-26
19066;Derby;Hull;H;2.15;3.4;3.8;E1;2017-09-08
19067;Aston Villa;Brentford;D;2.0;3.6;4.0;E1;2017-09-09
19068;Bolton;Middlesbrough;A;4.2;3.3;2.05;E1;2017-09-09
19069;Fulham;Cardiff;D;2.2;3.5;3.5;E1;2017-09-09
19070;Leeds;Burton;H;1.57;4.0;7.0;E1;2017-09-09
19071;Norwich;Birmingham;H;1.85;3.8;4.5;E1;2017-09-09
19072;Preston;Barnsley;D;1.67;3.9;6.0;E1;2017-09-09
19073;QPR;Ipswich;H;1.95;3.6;4.2;E1;2017-09-09
19074;Reading;Bristol City;A;2.4;3.6;3.0;E1;2017-09-09
19075;Sheffield Weds;Nott'm Forest;H;1.85;3.6;4.75;E1;2017-09-09
19076;Sunderland;Sheffield United;A;2.2;3.4;3.6;E1;2017-09-09
19077;Wolves;Millwall;H;1.8;3.75;5.0;E1;2017-09-09
19078;Aston Villa;Middlesbrough;D;2.63;3.2;3.0;E1;2017-09-12
19079;Bolton;Sheffield United;A;3.5;3.3;2.3;E1;2017-09-12
19080;Leeds;Birmingham;H;1.7;3.9;5.5;E1;2017-09-12
19081;Norwich;Burton;D;1.4;5.2;8.5;E1;2017-09-12
19082;Preston;Cardiff;H;2.8;3.4;2.7;E1;2017-09-12
19083;QPR;Millwall;D;2.38;3.4;3.2;E1;2017-09-12
19084;Sheffield Weds;Brentford;H;2.05;3.6;3.8;E1;2017-09-12
19085;Sunderland;Nott'm Forest;A;2.1;3.6;3.7;E1;2017-09-12
19086;Wolves;Bristol City;D;1.85;3.75;4.5;E1;2017-09-12
19087;Fulham;Hull;H;1.85;3.8;4.5;E1;2017-09-13
19088;Barnsley;Aston Villa;A;3.6;3.6;2.15;E1;2017-09-16
19089;Birmingham;Preston;A;2.5;3.4;3.0;E1;2017-09-16
19090;Brentford;Reading;D;2.1;3.75;3.6;E1;2017-09-16
19091;Bristol City;Derby;H;2.5;3.4;3.0;E1;2017-09-16
19092;Burton;Fulham;H;4.5;3.8;1.85;E1;2017-09-16
19093;Cardiff;Sheffield Weds;D;2.1;3.4;4.0;E1;2017-09-16
19094;Hull;Sunderland;D;2.1;3.5;3.8;E1;2017-09-16
19095;Ipswich;Bolton;H;2.0;3.6;4.0;E1;2017-09-16
19096;Middlesbrough;QPR;H;1.73;3.8;5.5;E1;2017-09-16
19097;Millwall;Leeds;H;3.0;3.3;2.55;E1;2017-09-16
19098;Nott'm Forest;Wolves;A;3.6;3.3;2.25;E1;2017-09-16
19099;Sheffield United;Norwich;A;2.5;3.5;2.9;E1;2017-09-16
19100;Aston Villa;Nott'm Forest;H;1.75;3.7;5.5;E1;2017-09-23
19101;Bolton;Brentford;A;3.75;3.75;2.05;E1;2017-09-23
19102;Derby;Birmingham;D;1.8;3.75;5.0;E1;2017-09-23
