HomeTeam;AwayTeam;FTR;Div;Aposta;odd;resultado_aposta;retorno;faixa_odd
Asteras Tripolis;Giannina;A;G1;H;1.7;perdida;-100.0;(1.5, 1.75]
Olympiakos;Larisa;H;G1;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Xanthi;Lamia;D;G1;H;1.67;perdida;-100.0;(1.5, 1.75]
AEK;Panetolikos;H;G1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Kerkyra;Panionios;A;G1;H;3.75;perdida;-100.0;(3.5, 4.0]
Levadeiakos;PAOK;D;G1;H;6.0;perdida;-100.0;(5.0, 10.0]
Platanias;Panathinaikos;D;G1;H;4.2;perdida;-100.0;(4.0, 4.5]
Atromitos;Apollon;D;G1;H;1.75;perdida;-100.0;(1.5, 1.75]
Lamia;Olympiakos;A;G1;H;15.0;perdida;-100.0;(10.0, 15.0]
Panetolikos;Atromitos;D;G1;H;2.4;perdida;-100.0;(2.25, 2.5]
Platanias;Xanthi;A;G1;H;2.3;perdida;-100.0;(2.25, 2.5]
Giannina;AEK;D;G1;H;4.0;perdida;-100.0;(3.5, 4.0]
Panathinaikos;Levadeiakos;D;G1;H;1.17;perdida;-100.0;(1.0, 1.25]
Panionios;Apollon;H;G1;H;1.6;ganha;60.00000000000001;(1.5, 1.75]
PAOK;Kerkyra;H;G1;H;1.07;ganha;7.000000000000006;(1.0, 1.25]
Larisa;Asteras Tripolis;D;G1;H;2.9;perdida;-100.0;(2.5, 3.0]
Asteras Tripolis;Lamia;A;G1;H;1.55;perdida;-100.0;(1.5, 1.75]
Atromitos;Giannina;D;G1;H;2.0;perdida;-100.0;(1.75, 2.0]
Xanthi;Olympiakos;D;G1;H;9.0;perdida;-100.0;(5.0, 10.0]
AEK;Larisa;H;G1;H;1.2;ganha;19.999999999999996;(1.0, 1.25]
Kerkyra;Panathinaikos;H;G1;H;7.0;ganha;600.0;(5.0, 10.0]
Levadeiakos;Platanias;D;G1;H;2.25;perdida;-100.0;(2.0, 2.25]
Panionios;Panetolikos;D;G1;H;1.65;perdida;-100.0;(1.5, 1.75]
Apollon;PAOK;D;G1;H;10.0;perdida;-100.0;(5.0, 10.0]
Levadeiakos;Xanthi;H;G1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Olympiakos;Asteras Tripolis;D;G1;H;1.22;perdida;-100.0;(1.0, 1.25]
PAOK;Panetolikos;H;G1;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Lamia;AEK;A;G1;H;15.0;perdida;-100.0;(10.0, 15.0]
Larisa;Atromitos;D;G1;H;3.0;perdida;-100.0;(2.5, 3.0]
Panathinaikos;Apollon;H;G1;H;1.25;ganha;25.0;(1.0, 1.25]
Platanias;Kerkyra;D;G1;H;1.67;perdida;-100.0;(1.5, 1.75]
Giannina;Panionios;D;G1;H;2.5;perdida;-100.0;(2.25, 2.5]
Apollon;Platanias;A;G1;H;2.25;perdida;-100.0;(2.0, 2.25]
Atromitos;Lamia;H;G1;H;1.73;ganha;73.0;(1.5, 1.75]
Panetolikos;Panathinaikos;H;G1;H;3.6;ganha;260.0;(3.5, 4.0]
AEK;Olympiakos;H;G1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Kerkyra;Levadeiakos;D;G1;H;2.5;perdida;-100.0;(2.25, 2.5]
Panionios;Larisa;H;G1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
PAOK;Giannina;H;G1;H;1.25;ganha;25.0;(1.0, 1.25]
Xanthi;Asteras Tripolis;D;G1;H;2.1;perdida;-100.0;(2.0, 2.25]
Atromitos;Asteras Tripolis;H;G1;H;1.85;ganha;85.00000000000001;(1.75, 2.0]
Giannina;Platanias;H;G1;H;1.8;ganha;80.0;(1.75, 2.0]
Panionios;Olympiakos;A;G1;H;7.5;perdida;-100.0;(5.0, 10.0]
Apollon;Kerkyra;D;G1;H;1.95;perdida;-100.0;(1.75, 2.0]
Panetolikos;Levadeiakos;A;G1;H;1.83;perdida;-100.0;(1.75, 2.0]
PAOK;Lamia;H;G1;H;1.14;ganha;13.99999999999999;(1.0, 1.25]
Xanthi;AEK;D;G1;H;4.2;perdida;-100.0;(4.0, 4.5]
Panathinaikos;Larisa;H;G1;H;1.22;ganha;21.999999999999996;(1.0, 1.25]
Kerkyra;Panetolikos;H;G1;H;3.0;ganha;200.0;(2.5, 3.0]
Lamia;Panathinaikos;D;G1;H;5.0;perdida;-100.0;(4.5, 5.0]
Levadeiakos;Giannina;D;G1;H;2.5;perdida;-100.0;(2.25, 2.5]
Apollon;Xanthi;H;G1;H;2.87;ganha;187.0;(2.5, 3.0]
Asteras Tripolis;Panionios;A;G1;H;2.14;perdida;-100.0;(2.0, 2.25]
Olympiakos;PAOK;H;G1;H;1.85;ganha;85.00000000000001;(1.75, 2.0]
Platanias;Larisa;A;G1;H;1.72;perdida;-100.0;(1.5, 1.75]
AEK;Atromitos;A;G1;H;1.36;perdida;-100.0;(1.25, 1.5]
Giannina;Kerkyra;H;G1;H;1.55;ganha;55.00000000000001;(1.5, 1.75]
Larisa;Levadeiakos;H;G1;H;2.37;ganha;137.0;(2.25, 2.5]
Panathinaikos;Olympiakos;H;G1;H;3.5;ganha;250.0;(3.0, 3.5]
Lamia;Platanias;H;G1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Panetolikos;Apollon;D;G1;H;1.57;perdida;-100.0;(1.5, 1.75]
Panionios;AEK;A;G1;H;3.7;perdida;-100.0;(3.5, 4.0]
Xanthi;Atromitos;A;G1;H;2.35;perdida;-100.0;(2.25, 2.5]
PAOK;Asteras Tripolis;H;G1;H;1.3;ganha;30.000000000000004;(1.25, 1.5]
Asteras Tripolis;Panathinaikos;H;G1;H;3.0;ganha;200.0;(2.5, 3.0]
Atromitos;Panionios;D;G1;H;2.2;perdida;-100.0;(2.0, 2.25]
Panetolikos;Xanthi;A;G1;H;2.2;perdida;-100.0;(2.0, 2.25]
AEK;PAOK;H;G1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Apollon;Giannina;H;G1;H;2.5;ganha;150.0;(2.25, 2.5]
Kerkyra;Larisa;D;G1;H;2.29;perdida;-100.0;(2.25, 2.5]
Olympiakos;Platanias;H;G1;H;1.16;ganha;15.999999999999993;(1.0, 1.25]
Levadeiakos;Lamia;D;G1;H;1.9;perdida;-100.0;(1.75, 2.0]
Lamia;Kerkyra;D;G1;H;1.85;perdida;-100.0;(1.75, 2.0]
Larisa;Apollon;H;G1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Olympiakos;Levadeiakos;H;G1;H;1.09;ganha;9.000000000000007;(1.0, 1.25]
Giannina;Panetolikos;D;G1;H;1.95;perdida;-100.0;(1.75, 2.0]
Panathinaikos;AEK;D;G1;H;2.2;perdida;-100.0;(2.0, 2.25]
Platanias;Asteras Tripolis;A;G1;H;2.14;perdida;-100.0;(2.0, 2.25]
Xanthi;Panionios;H;G1;H;2.5;ganha;150.0;(2.25, 2.5]
PAOK;Atromitos;H;G1;H;1.39;ganha;38.99999999999999;(1.25, 1.5]
Apollon;Lamia;D;G1;H;2.1;perdida;-100.0;(2.0, 2.25]
Atromitos;Panathinaikos;D;G1;H;2.45;perdida;-100.0;(2.25, 2.5]
Giannina;Xanthi;D;G1;H;2.29;perdida;-100.0;(2.25, 2.5]
Asteras Tripolis;Levadeiakos;H;G1;H;1.9;ganha;89.99999999999999;(1.75, 2.0]
Kerkyra;Olympiakos;A;G1;H;12.0;perdida;-100.0;(10.0, 15.0]
Panetolikos;Larisa;H;G1;H;1.72;ganha;72.0;(1.5, 1.75]
Panionios;PAOK;D;G1;H;4.75;perdida;-100.0;(4.5, 5.0]
AEK;Platanias;H;G1;H;1.16;ganha;15.999999999999993;(1.0, 1.25]
Asteras Tripolis;Kerkyra;H;G1;H;1.64;ganha;63.99999999999999;(1.5, 1.75]
Olympiakos;Apollon;H;G1;H;1.14;ganha;13.99999999999999;(1.0, 1.25]
Xanthi;PAOK;A;G1;H;5.75;perdida;-100.0;(5.0, 10.0]
Lamia;Panetolikos;D;G1;H;2.45;perdida;-100.0;(2.25, 2.5]
Larisa;Giannina;D;G1;H;2.37;perdida;-100.0;(2.25, 2.5]
Levadeiakos;AEK;A;G1;H;6.0;perdida;-100.0;(5.0, 10.0]
Panathinaikos;Panionios;A;G1;H;1.6;perdida;-100.0;(1.5, 1.75]
Platanias;Atromitos;A;G1;H;4.0;perdida;-100.0;(3.5, 4.0]
Larisa;Xanthi;H;G1;H;2.7;ganha;170.00000000000003;(2.5, 3.0]
Panetolikos;Olympiakos;A;G1;H;6.0;perdida;-100.0;(5.0, 10.0]
Panionios;Platanias;H;G1;H;1.5;ganha;50.0;(1.25, 1.5]
Apollon;Asteras Tripolis;A;G1;H;3.0;perdida;-100.0;(2.5, 3.0]
Atromitos;Levadeiakos;H;G1;H;1.33;ganha;33.00000000000001;(1.25, 1.5]
Giannina;Lamia;D;G1;H;1.75;perdida;-100.0;(1.5, 1.75]
PAOK;Panathinaikos;H;G1;H;1.39;ganha;38.99999999999999;(1.25, 1.5]
AEK;Kerkyra;H;G1;H;1.1;ganha;10.000000000000009;(1.0, 1.25]
AEK;Apollon;D;G1;H;1.12;perdida;-100.0;(1.0, 1.25]
Kerkyra;Atromitos;A;G1;H;3.25;perdida;-100.0;(3.0, 3.5]
Platanias;PAOK;A;G1;H;17.0;perdida;-100.0;(15.0, 20.0]
Asteras Tripolis;Panetolikos;D;G1;H;2.0;perdida;-100.0;(1.75, 2.0]
Lamia;Larisa;A;G1;H;2.29;perdida;-100.0;(2.25, 2.5]
Olympiakos;Giannina;H;G1;H;1.1;ganha;10.000000000000009;(1.0, 1.25]
Xanthi;Panathinaikos;D;G1;H;2.37;perdida;-100.0;(2.25, 2.5]
Levadeiakos;Panionios;H;G1;H;2.7;ganha;170.00000000000003;(2.5, 3.0]
Panetolikos;AEK;A;G1;H;5.75;perdida;-100.0;(5.0, 10.0]
Panionios;Kerkyra;H;G1;H;1.6;ganha;60.00000000000001;(1.5, 1.75]
PAOK;Levadeiakos;H;G1;H;1.12;ganha;12.00000000000001;(1.0, 1.25]
Giannina;Asteras Tripolis;D;G1;H;2.39;perdida;-100.0;(2.25, 2.5]
Lamia;Xanthi;A;G1;H;2.39;perdida;-100.0;(2.25, 2.5]
Larisa;Olympiakos;A;G1;H;9.5;perdida;-100.0;(5.0, 10.0]
Panathinaikos;Platanias;H;G1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Apollon;Atromitos;A;G1;H;3.1;perdida;-100.0;(3.0, 3.5]
Apollon;Panionios;D;G1;H;3.0;perdida;-100.0;(2.5, 3.0]
Levadeiakos;Panathinaikos;H;G1;H;3.39;ganha;239.0;(3.0, 3.5]
Xanthi;Platanias;H;G1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
AEK;Giannina;H;G1;H;1.25;ganha;25.0;(1.0, 1.25]
Asteras Tripolis;Larisa;H;G1;H;1.75;ganha;75.0;(1.5, 1.75]
Atromitos;Panetolikos;A;G1;H;1.57;perdida;-100.0;(1.5, 1.75]
Kerkyra;PAOK;A;G1;H;17.0;perdida;-100.0;(15.0, 20.0]
Olympiakos;Lamia;H;G1;H;1.12;ganha;12.00000000000001;(1.0, 1.25]
Larisa;AEK;D;G1;H;7.0;perdida;-100.0;(5.0, 10.0]
Panathinaikos;Kerkyra;H;G1;H;1.33;ganha;33.00000000000001;(1.25, 1.5]
Platanias;Levadeiakos;H;G1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Giannina;Atromitos;D;G1;H;2.7;perdida;-100.0;(2.5, 3.0]
Lamia;Asteras Tripolis;H;G1;H;2.75;ganha;175.0;(2.5, 3.0]
Olympiakos;Xanthi;H;G1;H;1.18;ganha;17.999999999999993;(1.0, 1.25]
Panetolikos;Panionios;D;G1;H;2.75;perdida;-100.0;(2.5, 3.0]
PAOK;Apollon;H;G1;H;1.11;ganha;11.00000000000001;(1.0, 1.25]
AEK;Lamia;H;G1;H;1.12;ganha;12.00000000000001;(1.0, 1.25]
Apollon;Panathinaikos;D;G1;H;2.6;perdida;-100.0;(2.5, 3.0]
Kerkyra;Platanias;H;G1;H;2.54;ganha;154.0;(2.5, 3.0]
Asteras Tripolis;Olympiakos;D;G1;H;6.0;perdida;-100.0;(5.0, 10.0]
Atromitos;Larisa;H;G1;H;1.55;ganha;55.00000000000001;(1.5, 1.75]
Panetolikos;PAOK;A;G1;H;7.5;perdida;-100.0;(5.0, 10.0]
Panionios;Giannina;A;G1;H;1.83;perdida;-100.0;(1.75, 2.0]
Xanthi;Levadeiakos;H;G1;H;1.66;ganha;65.99999999999999;(1.5, 1.75]
Asteras Tripolis;Xanthi;D;G1;H;1.8;perdida;-100.0;(1.75, 2.0]
Larisa;Panionios;D;G1;H;2.5;perdida;-100.0;(2.25, 2.5]
Panathinaikos;Panetolikos;D;G1;H;1.53;perdida;-100.0;(1.5, 1.75]
Giannina;PAOK;A;G1;H;7.0;perdida;-100.0;(5.0, 10.0]
Lamia;Atromitos;D;G1;H;2.75;perdida;-100.0;(2.5, 3.0]
Levadeiakos;Kerkyra;H;G1;H;1.8;ganha;80.0;(1.75, 2.0]
Olympiakos;AEK;A;G1;H;1.75;perdida;-100.0;(1.5, 1.75]
Platanias;Apollon;D;G1;H;2.14;perdida;-100.0;(2.0, 2.25]
Giannina;Panathinaikos;H;G1;H;2.25;ganha;125.0;(2.0, 2.25]
Panionios;Lamia;H;G1;H;1.64;ganha;63.99999999999999;(1.5, 1.75]
Xanthi;Kerkyra;D;G1;H;1.5;perdida;-100.0;(1.25, 1.5]
AEK;Asteras Tripolis;H;G1;H;1.28;ganha;28.000000000000004;(1.25, 1.5]
Apollon;Levadeiakos;D;G1;H;1.95;perdida;-100.0;(1.75, 2.0]
Atromitos;Olympiakos;D;G1;H;3.75;perdida;-100.0;(3.5, 4.0]
Panetolikos;Platanias;H;G1;H;1.53;ganha;53.0;(1.5, 1.75]
Asteras Tripolis;Atromitos;A;G1;H;2.37;perdida;-100.0;(2.25, 2.5]
Kerkyra;Apollon;H;G1;H;2.29;ganha;129.0;(2.25, 2.5]
Lamia;PAOK;A;G1;H;10.0;perdida;-100.0;(5.0, 10.0]
AEK;Xanthi;H;G1;H;1.33;ganha;33.00000000000001;(1.25, 1.5]
Levadeiakos;Panetolikos;A;G1;H;2.6;perdida;-100.0;(2.5, 3.0]
Olympiakos;Panionios;H;G1;H;1.22;ganha;21.999999999999996;(1.0, 1.25]
Platanias;Giannina;A;G1;H;2.45;perdida;-100.0;(2.25, 2.5]
Larisa;Panathinaikos;A;G1;H;3.1;perdida;-100.0;(3.0, 3.5]
Giannina;Levadeiakos;D;G1;H;1.5;perdida;-100.0;(1.25, 1.5]
Panathinaikos;Lamia;H;G1;H;1.39;ganha;38.99999999999999;(1.25, 1.5]
Panionios;Asteras Tripolis;D;G1;H;1.95;perdida;-100.0;(1.75, 2.0]
Larisa;Platanias;H;G1;H;1.83;ganha;83.0;(1.75, 2.0]
Panetolikos;Kerkyra;H;G1;H;1.53;ganha;53.0;(1.5, 1.75]
PAOK;Olympiakos;A;G1;H;1.7;perdida;-100.0;(1.5, 1.75]
Xanthi;Apollon;H;G1;H;1.8;ganha;80.0;(1.75, 2.0]
Atromitos;AEK;D;G1;H;3.5;perdida;-100.0;(3.0, 3.5]
Atromitos;Xanthi;H;G1;H;1.53;ganha;53.0;(1.5, 1.75]
Kerkyra;Giannina;D;G1;H;2.75;perdida;-100.0;(2.5, 3.0]
Platanias;Lamia;A;G1;H;2.45;perdida;-100.0;(2.25, 2.5]
AEK;Panionios;H;G1;H;1.3;ganha;30.000000000000004;(1.25, 1.5]
Asteras Tripolis;PAOK;H;G1;H;8.0;ganha;700.0;(5.0, 10.0]
Levadeiakos;Larisa;H;G1;H;2.62;ganha;162.0;(2.5, 3.0]
Olympiakos;Panathinaikos;D;G1;H;1.36;perdida;-100.0;(1.25, 1.5]
Apollon;Panetolikos;H;G1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Larisa;Kerkyra;D;G1;H;1.95;perdida;-100.0;(1.75, 2.0]
Panathinaikos;Asteras Tripolis;D;G1;H;2.04;perdida;-100.0;(2.0, 2.25]
Panionios;Atromitos;D;G1;H;2.89;perdida;-100.0;(2.5, 3.0]
Lamia;Levadeiakos;D;G1;H;1.66;perdida;-100.0;(1.5, 1.75]
PAOK;AEK;A;G1;H;1.64;perdida;-100.0;(1.5, 1.75]
Platanias;Olympiakos;A;G1;H;10.0;perdida;-100.0;(5.0, 10.0]
Xanthi;Panetolikos;H;G1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Atromitos;PAOK;A;G1;H;5.0;perdida;-100.0;(4.5, 5.0]
Levadeiakos;Olympiakos;D;G1;H;8.5;perdida;-100.0;(5.0, 10.0]
Panetolikos;Giannina;H;G1;H;2.0;ganha;100.0;(1.75, 2.0]
AEK;Panathinaikos;H;G1;H;1.39;ganha;38.99999999999999;(1.25, 1.5]
Apollon;Larisa;H;G1;H;2.0;ganha;100.0;(1.75, 2.0]
Kerkyra;Lamia;D;G1;H;2.25;perdida;-100.0;(2.0, 2.25]
Panionios;Xanthi;D;G1;H;2.0;perdida;-100.0;(1.75, 2.0]
Asteras Tripolis;Platanias;H;G1;H;1.25;ganha;25.0;(1.0, 1.25]
Giannina;Apollon;A;G1;H;2.0;perdida;-100.0;(1.75, 2.0]
Lamia;Apollon;D;G1;H;4.33;perdida;-100.0;(4.0, 4.5]
Levadeiakos;Asteras Tripolis;H;G1;H;3.39;ganha;239.0;(3.0, 3.5]
PAOK;Panionios;H;G1;H;1.12;ganha;12.00000000000001;(1.0, 1.25]
Larisa;Panetolikos;H;G1;H;1.95;ganha;95.0;(1.75, 2.0]
Panathinaikos;Atromitos;H;G1;H;2.7;ganha;170.00000000000003;(2.5, 3.0]
Platanias;AEK;A;G1;H;17.0;perdida;-100.0;(15.0, 20.0]
Xanthi;Giannina;H;G1;H;2.0;ganha;100.0;(1.75, 2.0]
Olympiakos;Kerkyra;H;G1;H;1.16;ganha;15.999999999999993;(1.0, 1.25]
AEK;Levadeiakos;H;G1;H;1.08;ganha;8.000000000000007;(1.0, 1.25]
Apollon;Olympiakos;H;G1;H;7.5;ganha;650.0;(5.0, 10.0]
Atromitos;Platanias;H;G1;H;1.12;ganha;12.00000000000001;(1.0, 1.25]
Giannina;Larisa;D;G1;H;1.6;perdida;-100.0;(1.5, 1.75]
Kerkyra;Asteras Tripolis;A;G1;H;3.6;perdida;-100.0;(3.5, 4.0]
Panetolikos;Lamia;H;G1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Panionios;Panathinaikos;A;G1;H;2.25;perdida;-100.0;(2.0, 2.25]
PAOK;Xanthi;H;G1;H;1.19;ganha;18.999999999999993;(1.0, 1.25]
Asteras Tripolis;Apollon;H;G1;H;1.16;ganha;15.999999999999993;(1.0, 1.25]
Kerkyra;AEK;D;G1;H;13.0;perdida;-100.0;(10.0, 15.0]
Levadeiakos;Atromitos;A;G1;H;4.75;perdida;-100.0;(4.5, 5.0]
Olympiakos;Panetolikos;H;G1;H;1.28;ganha;28.000000000000004;(1.25, 1.5]
Panathinaikos;PAOK;A;G1;H;6.0;perdida;-100.0;(5.0, 10.0]
Platanias;Panionios;A;G1;H;6.0;perdida;-100.0;(5.0, 10.0]
Xanthi;Larisa;H;G1;H;1.28;ganha;28.000000000000004;(1.25, 1.5]
Apollon;AEK;A;G1;H;5.0;perdida;-100.0;(4.5, 5.0]
Atromitos;Kerkyra;H;G1;H;1.12;ganha;12.00000000000001;(1.0, 1.25]
Larisa;Lamia;D;G1;H;1.6;perdida;-100.0;(1.5, 1.75]
PAOK;Platanias;H;G1;H;1.02;ganha;2.0000000000000018;(1.0, 1.25]
Giannina;Olympiakos;H;G1;H;4.33;ganha;333.0;(4.0, 4.5]
Panetolikos;Asteras Tripolis;A;G1;H;4.33;perdida;-100.0;(4.0, 4.5]
Panionios;Levadeiakos;H;G1;H;1.57;ganha;57.00000000000001;(1.5, 1.75]
Panathinaikos;Xanthi;A;G1;H;2.5;perdida;-100.0;(2.25, 2.5]
Auxerre;Lorient;D;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Lens;Nancy;A;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Lyon;Monaco;D;F1;H;1.44;perdida;-100.0;(1.25, 1.5]
Marseille;Caen;A;F1;H;1.25;perdida;-100.0;(1.0, 1.25]
Nice;Valenciennes;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Paris SG;St Etienne;H;F1;H;1.73;ganha;73.0;(1.5, 1.75]
Rennes;Lille;D;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Sochaux;Arles;H;F1;H;1.8;ganha;80.0;(1.75, 2.0]
Toulouse;Brest;H;F1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Montpellier;Bordeaux;H;F1;H;3.2;ganha;220.00000000000003;(3.0, 3.5]
Arles;Lens;A;F1;H;3.0;perdida;-100.0;(2.5, 3.0]
Bordeaux;Toulouse;A;F1;H;1.6;perdida;-100.0;(1.5, 1.75]
Brest;Auxerre;D;F1;H;3.1;perdida;-100.0;(3.0, 3.5]
Caen;Lyon;H;F1;H;4.33;ganha;333.0;(4.0, 4.5]
Lille;Paris SG;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Lorient;Nice;A;F1;H;1.95;perdida;-100.0;(1.75, 2.0]
Nancy;Rennes;A;F1;H;2.6;perdida;-100.0;(2.5, 3.0]
St Etienne;Sochaux;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Valenciennes;Marseille;H;F1;H;3.75;ganha;275.0;(3.5, 4.0]
Monaco;Montpellier;D;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Auxerre;Valenciennes;D;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Lens;Monaco;D;F1;H;2.3;perdida;-100.0;(2.25, 2.5]
Lyon;Brest;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Marseille;Lorient;H;F1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Nice;Nancy;D;F1;H;2.38;perdida;-100.0;(2.25, 2.5]
Rennes;St Etienne;D;F1;H;1.75;perdida;-100.0;(1.5, 1.75]
Toulouse;Arles;H;F1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Montpellier;Caen;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Paris SG;Bordeaux;A;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Sochaux;Lille;D;F1;H;4.0;perdida;-100.0;(3.5, 4.0]
Arles;Rennes;A;F1;H;3.25;perdida;-100.0;(3.0, 3.5]
Caen;Brest;A;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Lorient;Lyon;H;F1;H;3.25;ganha;225.0;(3.0, 3.5]
Nancy;Toulouse;A;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
St Etienne;Lens;H;F1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Valenciennes;Montpellier;A;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Bordeaux;Marseille;D;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Lille;Nice;D;F1;H;1.5;perdida;-100.0;(1.25, 1.5]
Monaco;Auxerre;H;F1;H;2.38;ganha;138.0;(2.25, 2.5]
Sochaux;Paris SG;H;F1;H;3.25;ganha;225.0;(3.0, 3.5]
Auxerre;Caen;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Lens;Lille;A;F1;H;3.2;perdida;-100.0;(3.0, 3.5]
Lyon;Valenciennes;D;F1;H;1.53;perdida;-100.0;(1.5, 1.75]
Montpellier;Nancy;A;F1;H;1.85;perdida;-100.0;(1.75, 2.0]
Paris SG;Arles;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Rennes;Sochaux;H;F1;H;1.67;ganha;67.0;(1.5, 1.75]
Toulouse;St Etienne;A;F1;H;1.8;perdida;-100.0;(1.75, 2.0]
Brest;Lorient;D;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Marseille;Monaco;D;F1;H;1.6;perdida;-100.0;(1.5, 1.75]
Nice;Bordeaux;H;F1;H;3.25;ganha;225.0;(3.0, 3.5]
Arles;Marseille;A;F1;H;5.25;perdida;-100.0;(5.0, 10.0]
Lorient;Caen;A;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Monaco;Toulouse;D;F1;H;2.3;perdida;-100.0;(2.25, 2.5]
Nancy;Brest;A;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Sochaux;Nice;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
St Etienne;Montpellier;H;F1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Valenciennes;Lens;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Bordeaux;Lyon;H;F1;H;2.55;ganha;154.99999999999997;(2.5, 3.0]
Lille;Auxerre;H;F1;H;1.85;ganha;85.00000000000001;(1.75, 2.0]
Paris SG;Rennes;D;F1;H;2.15;perdida;-100.0;(2.0, 2.25]
Auxerre;Nancy;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Caen;Bordeaux;D;F1;H;3.0;perdida;-100.0;(2.5, 3.0]
Lorient;Monaco;H;F1;H;2.25;ganha;125.0;(2.0, 2.25]
Lyon;St Etienne;A;F1;H;1.7;perdida;-100.0;(1.5, 1.75]
Marseille;Sochaux;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Montpellier;Arles;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Nice;Rennes;A;F1;H;2.75;perdida;-100.0;(2.5, 3.0]
Brest;Valenciennes;H;F1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Lens;Paris SG;A;F1;H;3.0;perdida;-100.0;(2.5, 3.0]
Toulouse;Lille;D;F1;H;2.75;perdida;-100.0;(2.5, 3.0]
Arles;Auxerre;A;F1;H;3.9;perdida;-100.0;(3.5, 4.0]
Bordeaux;Lorient;H;F1;H;1.75;ganha;75.0;(1.5, 1.75]
Monaco;Brest;A;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Nancy;Lyon;A;F1;H;3.5;perdida;-100.0;(3.0, 3.5]
Sochaux;Lens;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
St Etienne;Marseille;D;F1;H;2.88;perdida;-100.0;(2.5, 3.0]
Valenciennes;Caen;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Lille;Montpellier;H;F1;H;1.7;ganha;70.0;(1.5, 1.75]
Paris SG;Nice;D;F1;H;1.62;perdida;-100.0;(1.5, 1.75]
Rennes;Toulouse;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Auxerre;Bordeaux;A;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Brest;Arles;D;F1;H;1.57;perdida;-100.0;(1.5, 1.75]
Caen;Monaco;D;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Marseille;Nancy;H;F1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Montpellier;Sochaux;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Toulouse;Paris SG;A;F1;H;2.75;perdida;-100.0;(2.5, 3.0]
Lens;Rennes;D;F1;H;3.2;perdida;-100.0;(3.0, 3.5]
Lorient;Valenciennes;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Lyon;Lille;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Nice;St Etienne;H;F1;H;2.8;ganha;179.99999999999997;(2.5, 3.0]
Bordeaux;Brest;A;F1;H;1.6;perdida;-100.0;(1.5, 1.75]
